Dataset,ObservedProperty,OrigPropertyCode,DataType,StandardCode
VicGovernment,P10_S_53,P10_S_53,L,TRUE
VicGovernment,P10_S_63,P10_S_63,L,TRUE
VicGovernment,P10_S_7.8,P10_S_7.8,L,TRUE
VicGovernment,P10A1_C,P10A1_C,L,TRUE
VicGovernment,P10A1_CS,P10A1_CS,L,TRUE
VicGovernment,P10A1_FS,P10A1_FS,L,TRUE
VicGovernment,P10A1_Z,P10A1_Z,L,TRUE
VicGovernment,P3A_NR,P3A_NR,L,TRUE
VicGovernment,P3A1,P3A1,L,TRUE
VicGovernment,P3A1_CLOD,P3A1_CLOD,L,TRUE
VicGovernment,P3A2,P3A2,L,TRUE
VicGovernment,P3A3,P3A3,L,TRUE
VicGovernment,P3A4,P3A4,L,TRUE
VicGovernment,P3B_GV_001,P3B_GV_001,L,TRUE
VicGovernment,P3B_GV_003,P3B_GV_003,L,TRUE
VicGovernment,P3B_GV_005,P3B_GV_005,L,TRUE
VicGovernment,P3B_GV_01,P3B_GV_01,L,TRUE
VicGovernment,P3B_GV_03,P3B_GV_03,L,TRUE
VicGovernment,P3B_GV_05,P3B_GV_05,L,TRUE
VicGovernment,P3B_GV_1,P3B_GV_1,L,TRUE
VicGovernment,P3B_GV_15,P3B_GV_15,L,TRUE
VicGovernment,P3B_GV_5,P3B_GV_5,L,TRUE
VicGovernment,P3B_GV_SAT,P3B_GV_SAT,L,TRUE
VicGovernment,P3B_NR_001,P3B_NR_001,L,TRUE
VicGovernment,P3B_NR_003,P3B_NR_003,L,TRUE
VicGovernment,P3B_NR_005,P3B_NR_005,L,TRUE
VicGovernment,P3B_NR_01,P3B_NR_01,L,TRUE
VicGovernment,P3B_NR_03,P3B_NR_03,L,TRUE
VicGovernment,P3B_NR_05,P3B_NR_05,L,TRUE
VicGovernment,P3B_NR_1,P3B_NR_1,L,TRUE
VicGovernment,P3B_NR_15,P3B_NR_15,L,TRUE
VicGovernment,P3B_NR_5,P3B_NR_5,L,TRUE
VicGovernment,P3B_NR_SAT,P3B_NR_SAT,L,TRUE
VicGovernment,P3B_VL_001,P3B_VL_001,L,TRUE
VicGovernment,P3B_VL_003,P3B_VL_003,L,TRUE
VicGovernment,P3B_VL_005,P3B_VL_005,L,TRUE
VicGovernment,P3B_VL_01,P3B_VL_01,L,TRUE
VicGovernment,P3B_VL_03,P3B_VL_03,L,TRUE
VicGovernment,P3B_VL_05,P3B_VL_05,L,TRUE
VicGovernment,P3B_VL_1,P3B_VL_1,L,TRUE
VicGovernment,P3B_VL_15,P3B_VL_15,L,TRUE
VicGovernment,P3B_VL_5,P3B_VL_5,L,TRUE
VicGovernment,P3B_VL_SAT,P3B_VL_SAT,L,TRUE
VicGovernment,P3B1GV_005,P3B1GV_005,L,TRUE
VicGovernment,P3B1GV_01,P3B1GV_01,L,TRUE
VicGovernment,P3B1GV_03,P3B1GV_03,L,TRUE
VicGovernment,P3B1GV_15,P3B1GV_15,L,TRUE
VicGovernment,P3B1GV_3,P3B1GV_3,L,TRUE
VicGovernment,P3B1VL_1,P3B1VL_1,L,TRUE
VicGovernment,P3B1VL_15,P3B1VL_15,L,TRUE
VicGovernment,P3B2GV_1,P3B2GV_1,L,TRUE
VicGovernment,P3B2GV_15,P3B2GV_15,L,TRUE
VicGovernment,P3B2GV_5,P3B2GV_5,L,TRUE
VicGovernment,P3B2VL_1,P3B2VL_1,L,TRUE
VicGovernment,P3B2VL_15,P3B2VL_15,L,TRUE
VicGovernment,P3B2VL_5,P3B2VL_5,L,TRUE
VicGovernment,P3B3VLa001,P3B3VLa001,L,TRUE
VicGovernment,P3B3VLa005,P3B3VLa005,L,TRUE
VicGovernment,P3B3VLa01,P3B3VLa01,L,TRUE
VicGovernment,P3B3VLa03,P3B3VLa03,L,TRUE
VicGovernment,P3B3VLa06,P3B3VLa06,L,TRUE
VicGovernment,P3B3VLaSAT,P3B3VLaSAT,L,TRUE
VicGovernment,P3B3VLb001,P3B3VLb001,L,TRUE
VicGovernment,P3B3VLb003,P3B3VLb003,L,TRUE
VicGovernment,P3B3VLb005,P3B3VLb005,L,TRUE
VicGovernment,P3B3VLb01,P3B3VLb01,L,TRUE
VicGovernment,P3B3VLb03,P3B3VLb03,L,TRUE
VicGovernment,P3B3VLb05,P3B3VLb05,L,TRUE
VicGovernment,P3B3VLb06,P3B3VLb06,L,TRUE
VicGovernment,P3B3VLbSAT,P3B3VLbSAT,L,TRUE
VicGovernment,P3B3VLc001,P3B3VLc001,L,TRUE
VicGovernment,P3B3VLc003,P3B3VLc003,L,TRUE
VicGovernment,P3B3VLc005,P3B3VLc005,L,TRUE
VicGovernment,P3B3VLc01,P3B3VLc01,L,TRUE
VicGovernment,P3B3VLc03,P3B3VLc03,L,TRUE
VicGovernment,P3B3VLc06,P3B3VLc06,L,TRUE
VicGovernment,P3B3VLcSAT,P3B3VLcSAT,L,TRUE
VicGovernment,P3B3VLd06,P3B3VLd06,L,TRUE
VicGovernment,P3B3VLd1,P3B3VLd1,L,TRUE
VicGovernment,P3B3VLd15,P3B3VLd15,L,TRUE
VicGovernment,P3B3VLd3,P3B3VLd3,L,TRUE
VicGovernment,P3B3VLd5,P3B3VLd5,L,TRUE
VicGovernment,P3B3VLe004,P3B3VLe004,L,TRUE
VicGovernment,P3B3VLe01,P3B3VLe01,L,TRUE
VicGovernment,P3B3VLe03,P3B3VLe03,L,TRUE
VicGovernment,P3B3VLe06,P3B3VLe06,L,TRUE
VicGovernment,P3B3VLe15,P3B3VLe15,L,TRUE
VicGovernment,P3B3VLe2,P3B3VLe2,L,TRUE
VicGovernment,P3B3VLe7,P3B3VLe7,L,TRUE
VicGovernment,P3B4GV_01,P3B4GV_01,L,TRUE
VicGovernment,P3B4VL_005,P3B4VL_005,L,TRUE
VicGovernment,P3B5GV_01,P3B5GV_01,L,TRUE
VicGovernment,P4_10_McK,P4_10_McK,L,TRUE
VicGovernment,P4_100_McK,P4_100_McK,L,TRUE
VicGovernment,P4_100DMcK,P4_100DMcK,L,TRUE
VicGovernment,P4_10DMcK,P4_10DMcK,L,TRUE
VicGovernment,P4_50DMcK,P4_50DMcK,L,TRUE
VicGovernment,P4_sat,P4_sat,L,TRUE
VicGovernment,P4_sat_For,P4_sat_For,L,TRUE
VicGovernment,P4_sat_LOV,P4_sat_LOV,L,TRUE
VicGovernment,P4_sat_McK,P4_sat_McK,L,TRUE
VicGovernment,P4D1,P4D1,L,TRUE
VicGovernment,P5_COLE,P5_COLE,L,TRUE
VicGovernment,P5_LS,P5_LS,L,TRUE
VicGovernment,P5_LS_MOD,P5_LS_MOD,L,TRUE
VicGovernment,P6_LP,P6_LP,L,TRUE
VicGovernment,PAN_CEMENTATION,PAN_CEMENTATION,M,TRUE
VicGovernment,PAN_CONTINUITY,PAN_CONTINUITY,M,TRUE
VicGovernment,PAN_STRUCTURE,PAN_STRUCTURE,M,TRUE
VicGovernment,PAN_TYPE,PAN_TYPE,M,TRUE
VicGovernment,PANE,PANE,M,FALSE
VicGovernment,S_PATT_TYPE,PATT_TYPE,M,TRUE
VicGovernment,O_PERMEABILITY,PERMEABILITY,M,TRUE
VicGovernment,PGM_AGENT,PGM_AGENT,M,TRUE
VicGovernment,PGM_MODE,PGM_MODE,M,TRUE
VicGovernment,PGM_STAT,PGM_STAT,M,TRUE
VicGovernment,PH_DEPTH,PH_DEPTH,M,TRUE
VicGovernment,PH_METHOD,PH_METHOD,M,TRUE
VicGovernment,PH_VALUE,PH_VALUE,M,TRUE
VicGovernment,PHOTO_FILM_NO,PHOTO_FILM_NO,M,FALSE
VicGovernment,PHOTO_FRAME_NO,PHOTO_FRAME_NO,M,FALSE
VicGovernment,PHOTO_RUN_NO,PHOTO_RUN_NO,M,FALSE
VicGovernment,PIM,PIM,L,FALSE
VicGovernment,H_PLASTICITY_DEG,PLASTICITY_DEG,M,TRUE
VicGovernment,H_PLASTICITY_TYPE,PLASTICITY_TYPE,M,TRUE
VicGovernment,PORE_ABUN,PORE_ABUN,M,TRUE
VicGovernment,PORE_DIAMETER,PORE_DIAMETER,M,TRUE
VicGovernment,O_PPF,PPF,M,TRUE
VicGovernment,PWS1-2mm,PWS1-2mm,L,TRUE
VicGovernment,PWS20-63,PWS20-63,L,TRUE
VicGovernment,PWS212-425,PWS212-425,L,TRUE
VicGovernment,PWS425-1mm,PWS425-1mm,L,TRUE
VicGovernment,PWS63-212,PWS63-212,L,TRUE
VicGovernment,RAINFALL,RAINFALL,M,FALSE
VicGovernment,REL_MS_CLASS,REL_MS_CLASS,M,TRUE
VicGovernment,S_RELIEF_CLASS,RELIEF,M,TRUE
VicGovernment,RO_ABUN,RO_ABUN,M,TRUE
VicGovernment,RO_LITH,RO_LITH,M,TRUE
VicGovernment,ROOT_ABUN,ROOT_ABUN,M,TRUE
VicGovernment,ROOT_DEPTH,ROOT_DEPTH,M,TRUE
VicGovernment,ROOT_SIZE,ROOT_SIZE,M,TRUE
VicGovernment,O_RUNOFF,RUNOFF,M,TRUE
VicGovernment,S_TYPE,S_TYPE,M,TRUE
VicGovernment,SAS16W,SAS16W,L,TRUE
VicGovernment,SAS30W,SAS30W,L,TRUE
VicGovernment,O_SB_CONFIDENCE,SB_CONFIDENCE,M,TRUE
VicGovernment,O_SB_DEPTH_PF,SB_DEPTH,M,TRUE
VicGovernment,SB_DISTANCE,SB_DISTANCE,M,FALSE
VicGovernment,O_SB_GRAIN_SIZE,SB_GRAIN_SIZE,M,TRUE
VicGovernment,O_SB_LITH,SB_LITH,M,TRUE
VicGovernment,O_SB_MASS_ALT,SB_MASS_ALT,M,TRUE
VicGovernment,O_SB_MASS_GEN_TYPE,SB_MASS_GEN_TYPE,M,TRUE
VicGovernment,O_SB_MASS_STRENGTH,SB_MASS_STRENGTH,M,TRUE
VicGovernment,SB_MINERAL_COMP,SB_MINERAL_COMP,M,FALSE
VicGovernment,O_SB_POROSITY,SB_POROSITY,M,TRUE
VicGovernment,O_SB_STRUCTURE,SB_STRUCTURE,M,TRUE
VicGovernment,SCF_ABUN,SCF_ABUN,M,TRUE
VicGovernment,SCF_LITH,SCF_LITH,M,TRUE
VicGovernment,SCF_SHAPE,SCF_SHAPE,M,TRUE
VicGovernment,SCF_SIZE,SCF_SIZE,M,TRUE
VicGovernment,SCL_30042_1_7,SCL_30042_1_7,L,TRUE
VicGovernment,SCL_30042_2,SCL_30042_2,L,TRUE
VicGovernment,SCL_30042_2_5,SCL_30042_2_5,L,TRUE
VicGovernment,SCL_30042_3,SCL_30042_3,L,TRUE
VicGovernment,SCON_STAT,SCON_STAT,M,FALSE
VicGovernment,SEG_ABUN,SEG_ABUN,M,TRUE
VicGovernment,SEG_FORM,SEG_FORM,M,TRUE
VicGovernment,SEG_NATURE,SEG_NATURE,M,TRUE
VicGovernment,SEG_SIZE,SEG_SIZE,M,TRUE
VicGovernment,SKENE_K,SKENE_K,L,FALSE
VicGovernment,SLK_F,SLK_F,L,FALSE
VicGovernment,SLK_L,SLK_L,L,TRUE
VicGovernment,S_SLOPE_PF,SLOPE,M,TRUE
VicGovernment,S_SLOPE_EVAL,SLOPE_EVAL,M,TRUE
VicGovernment,SMU,SMU,M,FALSE
VicGovernment,SOIL_WATER_STAT,SOIL_WATER_STAT,M,FALSE
VicGovernment,SPHBC,SPHBC,L,TRUE
VicGovernment,SSHCI,SSHCI,L,TRUE
VicGovernment,STICKINESS,STICKINESS,M,FALSE
VicGovernment,STR_COMPOUND_PED,STR_COMPOUND_PED,M,TRUE
VicGovernment,STR_PED_GRADE,STR_PED_GRADE,M,TRUE
VicGovernment,STR_PED_SIZE,STR_PED_SIZE,M,TRUE
VicGovernment,STR_PED_TYPE,STR_PED_TYPE,M,TRUE
VicGovernment,STRG_CLASS,STRG_CLASS,M,TRUE
VicGovernment,TE_CD_AL,TE_CD_AL,L,TRUE
VicGovernment,TE_CD_CA,TE_CD_CA,L,TRUE
VicGovernment,TE_CD_MG,TE_CD_MG,L,TRUE
VicGovernment,TE_CD_NA,TE_CD_NA,L,TRUE
VicGovernment,TE_CD_SI02,TE_CD_SI02,L,TRUE
VicGovernment,TE_CD_TI02,TE_CD_TI02,L,TRUE
VicGovernment,TE_HF+_MG,TE_HF+_MG,L,TRUE
VicGovernment,TE_HF+AL,TE_HF+AL,L,TRUE
VicGovernment,TE_HF+CA,TE_HF+CA,L,TRUE
VicGovernment,TE_HF+NA,TE_HF+NA,L,TRUE
VicGovernment,TE_HF+SIO2,TE_HF+SIO2,L,TRUE
VicGovernment,TE_HF+TIO2,TE_HF+TIO2,L,TRUE
VicGovernment,TE_NR_AL,TE_NR_AL,L,TRUE
VicGovernment,TE_NR_CA,TE_NR_CA,L,TRUE
VicGovernment,TE_NR_MG,TE_NR_MG,L,TRUE
VicGovernment,TE_NR_NA,TE_NR_NA,L,TRUE
VicGovernment,TE_NR_SI02,TE_NR_SI02,L,TRUE
VicGovernment,TE_NR_TI02,TE_NR_TI02,L,TRUE
VicGovernment,TE_XRF_MG,TE_XRF_MG,L,TRUE
VicGovernment,TE_XRFAL,TE_XRFAL,L,TRUE
VicGovernment,TE_XRFCA,TE_XRFCA,L,TRUE
VicGovernment,TE_XRFNA,TE_XRFNA,L,TRUE
VicGovernment,TE_XRFSI02,TE_XRFSI02,L,TRUE
VicGovernment,TE_XRFTIO2,TE_XRFTIO2,L,TRUE
VicGovernment,H_TEXTURE,TEXTURE,M,TRUE
VicGovernment,TEXTURE_MOD,TEXTURE_MOD,M,TRUE
VicGovernment,H_TEXTURE_QUAL,TEXTURE_QUAL,M,TRUE
VicGovernment,VC_L,VC_L,M,FALSE
VicGovernment,VSTR_CODE,VSTR_CODE,M,TRUE
VicGovernment,VSTR_COVER_CLASS,VSTR_COVER_CLASS,M,TRUE
VicGovernment,VSTR_CROWN_COVER,VSTR_CROWN_COVER,M,TRUE
VicGovernment,VSTR_GROUP,VSTR_GROUP,M,TRUE
VicGovernment,VSTR_GROWTH_FORM,VSTR_GROWTH_FORM,M,TRUE
VicGovernment,VSTR_HEIGHT_CLASS,VSTR_HEIGHT_CLASS,M,TRUE
VicGovernment,VSTR_SPECIES,VSTR_SPECIES,M,TRUE
VicGovernment,WATER_REPELLENCE,WATER_REPELLENCE,M,FALSE
VicGovernment,XRD_C_Ab,XRD_C_Ab,L,TRUE
VicGovernment,XRD_C_Ah,XRD_C_Ah,L,TRUE
VicGovernment,XRD_C_An,XRD_C_An,L,TRUE
VicGovernment,XRD_C_Ap,XRD_C_Ap,L,TRUE
VicGovernment,XRD_C_Arg,XRD_C_Arg,L,TRUE
VicGovernment,XRD_C_At,XRD_C_At,L,TRUE
VicGovernment,XRD_C_Bd,XRD_C_Bd,L,TRUE
VicGovernment,XRD_C_Bm,XRD_C_Bm,L,TRUE
VicGovernment,XRD_C_Bt,XRD_C_Bt,L,TRUE
VicGovernment,XRD_C_Cb,XRD_C_Cb,L,TRUE
VicGovernment,XRD_C_Ch,XRD_C_Ch,L,TRUE
VicGovernment,XRD_C_Ch2,XRD_C_Ch2,L,TRUE
VicGovernment,XRD_C_Crn,XRD_C_Crn,L,TRUE
VicGovernment,XRD_C_Ct,XRD_C_Ct,L,TRUE
VicGovernment,XRD_C_Dr,XRD_C_Dr,L,TRUE
VicGovernment,XRD_C_Dt,XRD_C_Dt,L,TRUE
VicGovernment,XRD_C_Fd,XRD_C_Fd,L,TRUE
VicGovernment,XRD_C_Fh,XRD_C_Fh,L,TRUE
VicGovernment,XRD_C_Fl,XRD_C_Fl,L,TRUE
VicGovernment,XRD_C_Fo,XRD_C_Fo,L,TRUE
VicGovernment,XRD_C_Gb,XRD_C_Gb,L,TRUE
VicGovernment,XRD_C_Gl,XRD_C_Gl,L,TRUE
VicGovernment,XRD_C_Gt,XRD_C_Gt,L,TRUE
VicGovernment,XRD_C_Gy,XRD_C_Gy,L,TRUE
VicGovernment,XRD_C_Hl,XRD_C_Hl,L,TRUE
VicGovernment,XRD_C_Hm,XRD_C_Hm,L,TRUE
VicGovernment,XRD_C_Hn,XRD_C_Hn,L,TRUE
VicGovernment,XRD_C_Ht0,XRD_C_Ht0,L,TRUE
VicGovernment,XRD_C_Ht7,XRD_C_Ht7,L,TRUE
VicGovernment,XRD_C_Ig,XRD_C_Ig,L,TRUE
VicGovernment,XRD_C_Il,XRD_C_Il,L,TRUE
VicGovernment,XRD_C_Im,XRD_C_Im,L,TRUE
VicGovernment,XRD_C_Is,XRD_C_Is,L,TRUE
VicGovernment,XRD_C_Jr,XRD_C_Jr,L,TRUE
VicGovernment,XRD_C_K2O,XRD_C_K2O,L,TRUE
VicGovernment,XRD_C_Ka,XRD_C_Ka,L,TRUE
VicGovernment,XRD_C_Kt,XRD_C_Kt,L,TRUE
VicGovernment,XRD_C_Lp,XRD_C_Lp,L,TRUE
VicGovernment,XRD_C_Mh,XRD_C_Mh,L,TRUE
VicGovernment,XRD_C_Mi,XRD_C_Mi,L,TRUE
VicGovernment,XRD_C_Mm,XRD_C_Mm,L,TRUE
VicGovernment,XRD_C_Ms,XRD_C_Ms,L,TRUE
VicGovernment,XRD_C_Mt,XRD_C_Mt,L,TRUE
VicGovernment,XRD_C_Mu,XRD_C_Mu,L,TRUE
VicGovernment,XRD_C_Mz,XRD_C_Mz,L,TRUE
VicGovernment,XRD_C_Nt,XRD_C_Nt,L,TRUE
VicGovernment,XRD_C_Ol,XRD_C_Ol,L,TRUE
VicGovernment,XRD_C_Or,XRD_C_Or,L,TRUE
VicGovernment,XRD_C_Pg,XRD_C_Pg,L,TRUE
VicGovernment,XRD_C_Pk,XRD_C_Pk,L,TRUE
VicGovernment,XRD_C_Pl,XRD_C_Pl,L,TRUE
VicGovernment,XRD_C_Pp,XRD_C_Pp,L,TRUE
VicGovernment,XRD_C_Ps,XRD_C_Ps,L,TRUE
VicGovernment,XRD_C_Px,XRD_C_Px,L,TRUE
VicGovernment,XRD_C_Py,XRD_C_Py,L,TRUE
VicGovernment,XRD_C_Qz,XRD_C_Qz,L,TRUE
VicGovernment,XRD_C_Rt,XRD_C_Rt,L,TRUE
VicGovernment,XRD_C_Sd,XRD_C_Sd,L,TRUE
VicGovernment,XRD_C_Sl,XRD_C_Sl,L,TRUE
VicGovernment,XRD_C_Sp,XRD_C_Sp,L,TRUE
VicGovernment,XRD_C_Spn,XRD_C_Spn,L,TRUE
VicGovernment,XRD_C_Srp,XRD_C_Srp,L,TRUE
VicGovernment,XRD_C_St,XRD_C_St,L,TRUE
VicGovernment,XRD_C_Tc,XRD_C_Tc,L,TRUE
VicGovernment,XRD_C_Tr,XRD_C_Tr,L,TRUE
VicGovernment,XRD_C_Un,XRD_C_Un,L,TRUE
VicGovernment,XRD_C_Vm,XRD_C_Vm,L,TRUE
VicGovernment,XRD_C_Zi,XRD_C_Zi,L,TRUE
VicGovernment,XRD_C_Zt,XRD_C_Zt,L,TRUE
