,Property,PropertyType,PropertyGroup,Description.x,TableName,DomainName,DataType,VocabURL
1343,TE_NR_TI02,LaboratoryMeasurement,TOTAL_ELEMENTS,Total Element TiO2 - Not recorded,LAB_METHODS,,FLOAT,
1344,TE_XRF_MG,LaboratoryMeasurement,TOTAL_ELEMENTS,Total Element Mg - By XRF,LAB_METHODS,,FLOAT,
1345,TE_XRFAL,LaboratoryMeasurement,TOTAL_ELEMENTS,Total Element Al - By XRF,LAB_METHODS,,FLOAT,
1346,TE_XRFCA,LaboratoryMeasurement,TOTAL_ELEMENTS,Total Element Ca - By XRF,LAB_METHODS,,FLOAT,
1347,TE_XRFNA,LaboratoryMeasurement,TOTAL_ELEMENTS,Total Element Na - By XRF,LAB_METHODS,,FLOAT,
1348,TE_XRFSI02,LaboratoryMeasurement,TOTAL_ELEMENTS,Total Element SiO2 - By XRF,LAB_METHODS,,FLOAT,
1349,TE_XRFTIO2,LaboratoryMeasurement,TOTAL_ELEMENTS,Total Element TiO2 - By XRF,LAB_METHODS,,FLOAT,
1350,VSP_ABUN,FieldMeasurement,VEG_SPECIES,Vegetation species abundance,VEG_SPECIES,,VARCHAR,
1351,VSP_ANBG_ID,NA,NA,NA,VEG_SPECIES,,INTEGER,
1352,VSP_CODE,FieldMeasurement,VEG_SPECIES,Vegetation species,VEG_SPECIES,,VARCHAR,
1353,VSP_NO,NA,NA,NA,VEG_SPECIES,,INTEGER,
1354,VSP_SPECIES,FieldMeasurement,VEG_SPECIES,Genus and species,VEG_SPECIES,,VARCHAR,
1355,VSTR_CODE,FieldMeasurement,VEG_SPECIES,Stratum  T=tallest  M=mid  L=lower  U=undescribed,VEG_STRATA,C_VSTR_CODE,VARCHAR,
1356,VSTR_CODE,FieldMeasurement,VEG_SPECIES,Stratum  T=tallest  M=mid  L=lower  U=undescribed,VEG_SPECIES,C_VSTR_CODE,VARCHAR,
1357,VSTR_CODE,FieldMeasurement,VEG_STRATA,Stratum  T=tallest  M=mid  L=lower  U=undescribed  CM=continuum mid,VEG_STRATA,C_VSTR_CODE,VARCHAR,
1358,VSTR_CODE,FieldMeasurement,VEG_STRATA,Stratum  T=tallest  M=mid  L=lower  U=undescribed  CM=continuum mid,VEG_SPECIES,C_VSTR_CODE,VARCHAR,
1359,VSTR_COVER_CLASS,FieldMeasurement,VEG_STRATA,Crown and foliage cover class,VEG_STRATA,C_VSTR_COVER_CLASS,VARCHAR,
1360,VSTR_CROWN_COVER,NA,NA,NA,VEG_STRATA,,FLOAT,
1361,VSTR_GROWTH_FORM,FieldMeasurement,VEG_STRATA,Growth form,VEG_STRATA,C_VSTR_GROWTH_FORM,VARCHAR,
1362,VSTR_HEIGHT_CLASS,FieldMeasurement,VEG_STRATA,Height,VEG_STRATA,N_VSTR_HEIGHT_CLASS,VARCHAR,
1363,WEIGHT,NA,NA,NA,ARCHIVE_SAMPLES,,FLOAT,
1364,XRD_C_Ab,LaboratoryMeasurement,CLAY_MINERAL,Amphibole - X-Ray Diffraction,LAB_METHODS,,FLOAT,
1365,XRD_C_Ah,LaboratoryMeasurement,CLAY_MINERAL,Allophane - X-Ray Diffraction,LAB_METHODS,,FLOAT,
1366,XRD_C_An,LaboratoryMeasurement,CLAY_MINERAL,Anatase - X-Ray Diffraction,LAB_METHODS,,FLOAT,
1367,XRD_C_Ap,LaboratoryMeasurement,CLAY_MINERAL,Apatite - X-Ray Diffraction,LAB_METHODS,,FLOAT,
1368,XRD_C_Arg,LaboratoryMeasurement,CLAY_MINERAL,Argonite - X-Ray Diffraction,LAB_METHODS,,FLOAT,
1369,XRD_C_At,LaboratoryMeasurement,CLAY_MINERAL,Alunite - X-Ray Diffraction,LAB_METHODS,,FLOAT,
1370,XRD_C_Bd,LaboratoryMeasurement,CLAY_MINERAL,Beidellite - X-Ray Diffraction,LAB_METHODS,,FLOAT,
1371,XRD_C_Bm,LaboratoryMeasurement,CLAY_MINERAL,Boehmite - X-Ray Diffraction,LAB_METHODS,,FLOAT,
1372,XRD_C_Bt,LaboratoryMeasurement,CLAY_MINERAL,Biotite - X-Ray Diffraction,LAB_METHODS,,FLOAT,
1373,XRD_C_Cb,LaboratoryMeasurement,CLAY_MINERAL,Cristobalite - X-Ray Diffraction,LAB_METHODS,,FLOAT,
1374,XRD_C_Ch,LaboratoryMeasurement,CLAY_MINERAL,Chlorite - X-Ray Diffraction,LAB_METHODS,,FLOAT,
1375,XRD_C_Ch2,LaboratoryMeasurement,CLAY_MINERAL,Chloritized 2:1 minerals - X-Ray Diffraction,LAB_METHODS,,FLOAT,
1376,XRD_C_Crn,LaboratoryMeasurement,CLAY_MINERAL,Corondum - X-Ray Diffraction,LAB_METHODS,,FLOAT,
1377,XRD_C_Ct,LaboratoryMeasurement,CLAY_MINERAL,Calcite - X-Ray Diffraction,LAB_METHODS,,FLOAT,
1378,XRD_C_Dr,LaboratoryMeasurement,CLAY_MINERAL,Dravite - X-Ray Diffraction,LAB_METHODS,,FLOAT,
1379,XRD_C_Dt,LaboratoryMeasurement,CLAY_MINERAL,Dolomite - X-Ray Diffraction,LAB_METHODS,,FLOAT,
1380,XRD_C_Fd,LaboratoryMeasurement,CLAY_MINERAL,Feldspar - X-Ray Diffraction,LAB_METHODS,,FLOAT,
1381,XRD_C_Fh,LaboratoryMeasurement,CLAY_MINERAL,Ferrihydrite - X-Ray Diffraction,LAB_METHODS,,FLOAT,
1382,XRD_C_Fl,LaboratoryMeasurement,CLAY_MINERAL,Flourite - X-Ray Diffraction,LAB_METHODS,,FLOAT,
1383,XRD_C_Fo,LaboratoryMeasurement,CLAY_MINERAL,Feroxyhite - X-Ray Diffraction,LAB_METHODS,,FLOAT,
1384,XRD_C_Gb,LaboratoryMeasurement,CLAY_MINERAL,Gibbsite - X-Ray Diffraction,LAB_METHODS,,FLOAT,
1385,XRD_C_Gl,LaboratoryMeasurement,CLAY_MINERAL,Glauconite - X-Ray Diffraction,LAB_METHODS,,FLOAT,
1386,XRD_C_Gt,LaboratoryMeasurement,CLAY_MINERAL,Geothite - X-Ray Diffraction,LAB_METHODS,,FLOAT,
1387,XRD_C_Gy,LaboratoryMeasurement,CLAY_MINERAL,Gypsum - X-Ray Diffraction,LAB_METHODS,,FLOAT,
1388,XRD_C_Hl,LaboratoryMeasurement,CLAY_MINERAL,Halite - X-Ray Diffraction,LAB_METHODS,,FLOAT,
1389,XRD_C_Hm,LaboratoryMeasurement,CLAY_MINERAL,Hematite - X-Ray Diffraction,LAB_METHODS,,FLOAT,
1390,XRD_C_Hn,LaboratoryMeasurement,CLAY_MINERAL,Huntite - X-Ray Diffraction,LAB_METHODS,,FLOAT,
1391,XRD_C_Ht0,LaboratoryMeasurement,CLAY_MINERAL,Halloysite (10 A`) - X-Ray Diffraction,LAB_METHODS,,FLOAT,
1392,XRD_C_Ht7,LaboratoryMeasurement,CLAY_MINERAL,Halloysite (7 A`) - X-Ray Diffraction,LAB_METHODS,,FLOAT,
1393,XRD_C_Ig,LaboratoryMeasurement,CLAY_MINERAL,Imogolite - X-Ray Diffraction,LAB_METHODS,,FLOAT,
1394,XRD_C_Il,LaboratoryMeasurement,CLAY_MINERAL,Illite - X-Ray Diffraction,LAB_METHODS,,FLOAT,
1395,XRD_C_Im,LaboratoryMeasurement,CLAY_MINERAL,Ilmenite - X-Ray Diffraction,LAB_METHODS,,FLOAT,
1396,XRD_C_Is,LaboratoryMeasurement,CLAY_MINERAL,Interstratified clay minerals - X-Ray Diffraction,LAB_METHODS,,FLOAT,
1397,XRD_C_Jr,LaboratoryMeasurement,CLAY_MINERAL,Jarosite - X-Ray Diffraction,LAB_METHODS,,FLOAT,
1398,XRD_C_K2O,LaboratoryMeasurement,CLAY_MINERAL,K2O - X-Ray Diffraction or Clay Fraction (air dry),LAB_METHODS,,FLOAT,
1399,XRD_C_Ka,LaboratoryMeasurement,CLAY_MINERAL,Kaolin - X-Ray Diffraction,LAB_METHODS,,FLOAT,
1400,XRD_C_Kt,LaboratoryMeasurement,CLAY_MINERAL,Kaolinite - X-Ray Diffraction,LAB_METHODS,,FLOAT,
1401,XRD_C_Lp,LaboratoryMeasurement,CLAY_MINERAL,Lepidocrosite - X-Ray Diffraction,LAB_METHODS,,FLOAT,
1402,XRD_C_Mh,LaboratoryMeasurement,CLAY_MINERAL,Meghemite - X-Ray Diffraction,LAB_METHODS,,FLOAT,
1403,XRD_C_Mi,LaboratoryMeasurement,CLAY_MINERAL,Mica - X-Ray Diffraction,LAB_METHODS,,FLOAT,
1404,XRD_C_MIN_,LaboratoryMeasurement,CLAY_MINERAL,Exchange Capacity - Minerology,LAB_METHODS,,FLOAT,
1405,XRD_C_Mm,LaboratoryMeasurement,CLAY_MINERAL,Montmorillonite - X-Ray Diffraction,LAB_METHODS,,FLOAT,
1406,XRD_C_Ms,LaboratoryMeasurement,CLAY_MINERAL,Magnesite - X-Ray Diffraction,LAB_METHODS,,FLOAT,
1407,XRD_C_Mt,LaboratoryMeasurement,CLAY_MINERAL,Magnetite - X-Ray Diffraction,LAB_METHODS,,FLOAT,
1408,XRD_C_Mu,LaboratoryMeasurement,CLAY_MINERAL,Muscovite - X-Ray Diffraction,LAB_METHODS,,FLOAT,
1409,XRD_C_Mz,LaboratoryMeasurement,CLAY_MINERAL,Monozite - X-Ray Diffraction,LAB_METHODS,,FLOAT,
1410,XRD_C_Nt,LaboratoryMeasurement,CLAY_MINERAL,Nontronite - X-Ray Diffraction,LAB_METHODS,,FLOAT,
1411,XRD_C_Ol,LaboratoryMeasurement,CLAY_MINERAL,Olivine - X-Ray Diffraction,LAB_METHODS,,FLOAT,
1412,XRD_C_Or,LaboratoryMeasurement,CLAY_MINERAL,Orthoclase - X-Ray Diffraction,LAB_METHODS,,FLOAT,
1413,XRD_C_Pg,LaboratoryMeasurement,CLAY_MINERAL,Plagioclase - X-Ray Diffraction,LAB_METHODS,,FLOAT,
1414,XRD_C_Pk,LaboratoryMeasurement,CLAY_MINERAL,Palygorskite - X-Ray Diffraction,LAB_METHODS,,FLOAT,
1415,XRD_C_Pl,LaboratoryMeasurement,CLAY_MINERAL,Plombogummite - X-Ray Diffraction,LAB_METHODS,,FLOAT,
1416,XRD_C_Pp,LaboratoryMeasurement,CLAY_MINERAL,Phlogopite - X-Ray Diffraction,LAB_METHODS,,FLOAT,
1417,XRD_C_Ps,LaboratoryMeasurement,CLAY_MINERAL,Pseudorutile - X-Ray Diffraction,LAB_METHODS,,FLOAT,
1418,XRD_C_Px,LaboratoryMeasurement,CLAY_MINERAL,Pyroxene - X-Ray Diffraction,LAB_METHODS,,FLOAT,
1419,XRD_C_Py,LaboratoryMeasurement,CLAY_MINERAL,Pyrophyllite - X-Ray Diffraction,LAB_METHODS,,FLOAT,
1420,XRD_C_Qz,LaboratoryMeasurement,CLAY_MINERAL,Quartz - X-Ray Diffraction,LAB_METHODS,,FLOAT,
1421,XRD_C_Rt,LaboratoryMeasurement,CLAY_MINERAL,Rutile - X-Ray Diffraction,LAB_METHODS,,FLOAT,
1422,XRD_C_Sd,LaboratoryMeasurement,CLAY_MINERAL,Siderite - X-Ray Diffraction,LAB_METHODS,,FLOAT,
1423,XRD_C_Sl,LaboratoryMeasurement,CLAY_MINERAL,Saponite - X-Ray Diffraction,LAB_METHODS,,FLOAT,
1424,XRD_C_Sp,LaboratoryMeasurement,CLAY_MINERAL,Saponite - X-Ray Diffraction,LAB_METHODS,,FLOAT,
1425,XRD_C_Spn,LaboratoryMeasurement,CLAY_MINERAL,Sphene - X-Ray Diffraction,LAB_METHODS,,FLOAT,
1426,XRD_C_Srp,LaboratoryMeasurement,CLAY_MINERAL,Serpentine - X-Ray Diffraction,LAB_METHODS,,FLOAT,
1427,XRD_C_St,LaboratoryMeasurement,CLAY_MINERAL,Smectite - X-Ray Diffraction,LAB_METHODS,,FLOAT,
1428,XRD_C_Tc,LaboratoryMeasurement,CLAY_MINERAL,Talc - Tourmaline - X-Ray Diffraction,LAB_METHODS,,FLOAT,
1429,XRD_C_Tr,LaboratoryMeasurement,CLAY_MINERAL,Tridymite - X-Ray Diffraction,LAB_METHODS,,FLOAT,
1430,XRD_C_Un,LaboratoryMeasurement,CLAY_MINERAL,Unidentified - X-Ray Diffraction,LAB_METHODS,,FLOAT,
1431,XRD_C_Vm,LaboratoryMeasurement,CLAY_MINERAL,Vermiculte - X-Ray Diffraction,LAB_METHODS,,FLOAT,
1432,XRD_C_Zi,LaboratoryMeasurement,CLAY_MINERAL,Zircon - X-Ray Diffraction,LAB_METHODS,,FLOAT,
1433,XRD_C_Zt,LaboratoryMeasurement,CLAY_MINERAL,Zeolite - X-Ray Diffraction,LAB_METHODS,,FLOAT,
