,Property,PropertyType,PropertyGroup,Description.x,TableName,DomainName,DataType,VocabURL
555,23Dg,LaboratoryMeasurement,SULFUR,"KCl Extractable sulfur after ox - sulfate, indirect, barium remaining by AAS",LAB_METHODS,,FLOAT,
556,23E,LaboratoryMeasurement,SULFUR,Peroxide oxidisable S - 21D minus 21C,LAB_METHODS,,FLOAT,
557,23Ee,LaboratoryMeasurement,SULFUR,Peroxide oxidisable S - 21D minus 21C- ICPAES,LAB_METHODS,,FLOAT,
558,23F,LaboratoryMeasurement,TAA,Titratable Actual Acidity (TAA) in 1M KCl titrated to pH 6.5,LAB_METHODS,,FLOAT,
559,23G,LaboratoryMeasurement,TPA,Titratable Peroxide Acidity (TPA) in 1M KCl peroxide digestion titrated to pH 6.5,LAB_METHODS,,FLOAT,
560,23H,LaboratoryMeasurement,TSA,Titratable Sulfidic Acidity (TSA) - 23G minus 23F,LAB_METHODS,,FLOAT,
561,23Q,LaboratoryMeasurement,TPA,Excess Acid Neutralising Capacity Back Tit to pH 4.0 minus TPA tit to pH  6.5,LAB_METHODS,,FLOAT,
562,23R,LaboratoryMeasurement,SULFUR,Residual acid extractable S after peroxide,LAB_METHODS,,FLOAT,
563,23Re,LaboratoryMeasurement,SULFUR,Residual acid extractable S after peroxide -ICP,LAB_METHODS,,FLOAT,
564,23S,LaboratoryMeasurement,MAGNESIUM,"Magnesium extracted in 1M KCl, after TAA Titration",LAB_METHODS,,FLOAT,
565,23Sm,LaboratoryMeasurement,MAGNESIUM,"Magnesium extracted in 1M KCl, after TAA Titration - ICPAES",LAB_METHODS,,FLOAT,
566,23Sn,LaboratoryMeasurement,MAGNESIUM,"Magnesium extracted in 1M KCl, after TAA Titration - atomic absorption (AAS)",LAB_METHODS,,FLOAT,
567,23Sp,LaboratoryMeasurement,MAGNESIUM,"Magnesium extracted in 1M KCl, after TAA Titration - titration EDTA",LAB_METHODS,,FLOAT,
568,23T,LaboratoryMeasurement,MAGNESIUM,Magnesium in peroxide digest (after TPA digestion and titration),LAB_METHODS,,FLOAT,
569,23Tm,LaboratoryMeasurement,MAGNESIUM,Magnesium in peroxide digest (after TPA digestion and titration) - ICPAES,LAB_METHODS,,FLOAT,
570,23Tn,LaboratoryMeasurement,MAGNESIUM,Magnesium in peroxide digest (after TPA digestion and titration) - atomic absorption (AAS),LAB_METHODS,,FLOAT,
571,23Tp,LaboratoryMeasurement,MAGNESIUM,Magnesium in peroxide digest (after TPA digestion and titration) - titration EDTA,LAB_METHODS,,FLOAT,
572,23U,LaboratoryMeasurement,MAGNESIUM,Magnesium reacted with acid generated by peroxide digest (23T minus 23S),LAB_METHODS,,FLOAT,
573,23Um,LaboratoryMeasurement,MAGNESIUM,Magnesium reacted with acid generated by peroxide digest (23Tm minus 23Sm) - ICPAES,LAB_METHODS,,FLOAT,
574,23V,LaboratoryMeasurement,CALCIUM,"Calcium extracted in 1M KCl, after TAA Titration",LAB_METHODS,,FLOAT,
575,23Vh,LaboratoryMeasurement,CALCIUM,"Calcium extracted in 1M KCl, after TAA Titration - ICPAES",LAB_METHODS,,FLOAT,
576,23Vj,LaboratoryMeasurement,CALCIUM,"Calcium extracted in 1M KCl, after TAA Titration - atomic absorption (AAS)",LAB_METHODS,,FLOAT,
577,23Vk,LaboratoryMeasurement,CALCIUM,"Calcium extracted in 1M KCl, after TAA Titration - titration EDTA",LAB_METHODS,,FLOAT,
578,23W,LaboratoryMeasurement,CALCIUM,Calcium in peroxide digest (after TPA digestion and titration),LAB_METHODS,,FLOAT,
579,23Wh,LaboratoryMeasurement,CALCIUM,Calcium in peroxide digest (after TPA digestion and titration)- ICPAES,LAB_METHODS,,FLOAT,
580,23Wj,LaboratoryMeasurement,CALCIUM,Calcium in peroxide digest (after TPA digestion and titration) - atomic absorption (AAS),LAB_METHODS,,FLOAT,
581,23Wk,LaboratoryMeasurement,CALCIUM,Calcium in peroxide digest (after TPA digestion and titration) - titration EDTA,LAB_METHODS,,FLOAT,
582,23X,LaboratoryMeasurement,CALCIUM,Calcium reacted with acid generated by peroxide digest (23W minus 23V),LAB_METHODS,,FLOAT,
583,23Xh,LaboratoryMeasurement,CALCIUM,Calcium reacted with acid generated by peroxide digest (23Wh minus 23Vh) - ICPAES,LAB_METHODS,,FLOAT,
584,2A1,LaboratoryMeasurement,Moisture content,Air-dry moisture content,LAB_METHODS,,FLOAT,
585,2A1_MQ01,LaboratoryMeasurement,Moisture content,Air dry moisture - MIR QLD Calibration 1,LAB_METHODS,,FLOAT,
586,2A1_MQ02,LaboratoryMeasurement,Moisture content,Air dry moisture,LAB_METHODS,,FLOAT,
587,2B1,LaboratoryMeasurement,Moisture content,As received moisture content,LAB_METHODS,,FLOAT,
588,2C1,LaboratoryMeasurement,Moisture content,Moisture content - 10 mm tension,LAB_METHODS,,FLOAT,
589,2D1,LaboratoryMeasurement,Moisture content,Moisture content - approximate saturation paste,LAB_METHODS,,FLOAT,
590,2.00E+01,LaboratoryMeasurement,Moisture content,"15 Bar, pressure plate",LAB_METHODS,,FLOAT,
591,2E1_MQ01,LaboratoryMeasurement,Moisture content,15 bar moisture - MIR QLD Calibration 1,LAB_METHODS,,FLOAT,
592,2E1_MQ02,LaboratoryMeasurement,Moisture content,15 Bar moisture,LAB_METHODS,,FLOAT,
593,2.00E+02,LaboratoryMeasurement,Moisture content,"1/3 Bar, pressure plate",LAB_METHODS,,FLOAT,
594,2.00E+03,LaboratoryMeasurement,Moisture content,"1/10 Bar, pressure plate",LAB_METHODS,,FLOAT,
595,2.00E+04,LaboratoryMeasurement,Moisture content,"1 Bar, pressure plate",LAB_METHODS,,FLOAT,
596,2Y1,LaboratoryMeasurement,Moisture content,Available water capacity - calc (diff 2E2 and 2E1),LAB_METHODS,,FLOAT,
597,2Y2,LaboratoryMeasurement,Moisture content,PAWC,LAB_METHODS,,FLOAT,
598,2Z1_R1,LaboratoryMeasurement,Moisture content,Aqu. Silt+Clay/Total Silt+Clay,LAB_METHODS,,FLOAT,
599,2Z1_R2,LaboratoryMeasurement,DISPERSION_INDEX,Dispersion ratio,LAB_METHODS,,FLOAT,
600,2Z2_Clay,LaboratoryMeasurement,PSA,Clay fraction,LAB_METHODS,,FLOAT,
601,2Z2_Clay_C,LaboratoryMeasurement,PSA,Clay (%) - Coventry and Fett pipette method,LAB_METHODS,,FLOAT,
602,2Z2_Clay_M,LaboratoryMeasurement,PSA,Clay - MIR QLD Calibration 1,LAB_METHODS,,FLOAT,
603,2Z2_Clay_N,LaboratoryMeasurement,PSA,Clay (%) - Not recorded,LAB_METHODS,,FLOAT,
604,2Z2_Clay_P,LaboratoryMeasurement,PSA,Clay (%) - Plummet balance,LAB_METHODS,,FLOAT,
605,2Z2_CS,LaboratoryMeasurement,PSA,Coarse sand fraction,LAB_METHODS,,FLOAT,
606,2Z2_CS_CF,LaboratoryMeasurement,PSA,Coarse sand (%) - Coventry and Fett pipette method,LAB_METHODS,,FLOAT,
607,2Z2_CS_NR,LaboratoryMeasurement,PSA,Coarse sand (%) - Not recorded,LAB_METHODS,,FLOAT,
608,2Z2_CS_PB,LaboratoryMeasurement,PSA,Coarse sand (%) - Plummet balance,LAB_METHODS,,FLOAT,
609,2Z2_FS,LaboratoryMeasurement,PSA,Fine sand fraction,LAB_METHODS,,FLOAT,
610,2Z2_FS_CF,LaboratoryMeasurement,PSA,Fine sand (%) - Coventry and Fett pipette method,LAB_METHODS,,FLOAT,
611,2Z2_FS_NR,LaboratoryMeasurement,PSA,Fine sand (%) - Not recorded,LAB_METHODS,,FLOAT,
612,2Z2_FS_PB,LaboratoryMeasurement,PSA,Fine sand (%) - Plummet balance,LAB_METHODS,,FLOAT,
613,2Z2_Grav,LaboratoryMeasurement,PSA,Gravel (%),LAB_METHODS,,FLOAT,
614,2Z2_Silt,LaboratoryMeasurement,PSA,Silt fraction,LAB_METHODS,,FLOAT,
615,2Z2_Silt_C,LaboratoryMeasurement,PSA,Silt (%) - Coventry and Fett pipette method,LAB_METHODS,,FLOAT,
616,2Z2_Silt_M,LaboratoryMeasurement,PSA,Silt - MIR QLD Calibration 1,LAB_METHODS,,FLOAT,
617,2Z2_Silt_N,LaboratoryMeasurement,PSA,Silt (%) - Not recorded,LAB_METHODS,,FLOAT,
618,2Z2_Silt_P,LaboratoryMeasurement,PSA,Silt (%) - Plummet balance,LAB_METHODS,,FLOAT,
619,2Z2_TotSan,LaboratoryMeasurement,PSA,Total sand - MIR QLD Calibration 1,LAB_METHODS,,FLOAT,
620,2Z3,LaboratoryMeasurement,DENSITY,Bulk Density,LAB_METHODS,,FLOAT,
621,2Z3_CS,LaboratoryMeasurement,PSA,CS,LAB_METHODS,,FLOAT,
622,2Z3_FS,LaboratoryMeasurement,PSA,FS,LAB_METHODS,,FLOAT,
623,3_C_B,LaboratoryMeasurement,"Electrical conductivity, related attributes and redox potential",Electrical conductivity or soluble salts - Total soluble salts %,LAB_METHODS,,FLOAT,
624,3_NR,LaboratoryMeasurement,"Electrical conductivity, related attributes and redox potential",Electrical conductivity or soluble salts - Not recorded,LAB_METHODS,,FLOAT,
625,3A_C_2.5,LaboratoryMeasurement,"Electrical conductivity, related attributes and redox potential",EC of 1:2.5 soil/water extract,LAB_METHODS,,FLOAT,
626,3A_TSS,LaboratoryMeasurement,"Electrical conductivity, related attributes and redox potential",Electrical conductivity or soluble salts - Total soluble salts %,LAB_METHODS,,FLOAT,
627,3A1,LaboratoryMeasurement,"Electrical conductivity, related attributes and redox potential",EC of 1:5 soil/water extract,LAB_METHODS,,FLOAT,
628,3B1,LaboratoryMeasurement,"Electrical conductivity, related attributes and redox potential",Estimation of soluble salt concentration,LAB_METHODS,,FLOAT,
629,3C1,LaboratoryMeasurement,"Electrical conductivity, related attributes and redox potential",Estimation of soil ionic strength,LAB_METHODS,,FLOAT,
630,3D1,LaboratoryMeasurement,"Electrical conductivity, related attributes and redox potential",Redox potential (Eh; field),LAB_METHODS,,FLOAT,
631,4_NR,LaboratoryMeasurement,Soil pH,pH of soil - Not recorded,LAB_METHODS,,FLOAT,
632,4A_C_1,LaboratoryMeasurement,Soil pH,pH of soil - pH of 1:1 soil/water suspension,LAB_METHODS,,FLOAT,
633,4A_C_2.5,LaboratoryMeasurement,Soil pH,pH of soil - pH of 1:2.5 soil/water suspension,LAB_METHODS,,FLOAT,
634,4A1,LaboratoryMeasurement,Soil pH,pH of 1:5 soil/water suspension,LAB_METHODS,,FLOAT,
635,4A1_MQ01,LaboratoryMeasurement,Soil pH,pH aqueous - MIR QLD Calibration 1,LAB_METHODS,,FLOAT,
636,4A1_MQ02,LaboratoryMeasurement,Soil pH,pH aqueous,LAB_METHODS,,FLOAT,
637,4B_AL,LaboratoryMeasurement,Soil pH,NA,LAB_METHODS,,FLOAT,
638,4B_AL_NR,LaboratoryMeasurement,Soil pH,NA,LAB_METHODS,,FLOAT,
639,4B_C_2.5,LaboratoryMeasurement,Soil pH,pH of soil - pH of 1:2.5 Soil/0.1M CaCl2 suspension,LAB_METHODS,,FLOAT,
640,4B1,LaboratoryMeasurement,Soil pH,pH of 1:5 soil/0.01M calcium chloride extract - direct,LAB_METHODS,,FLOAT,
641,4B2,LaboratoryMeasurement,Soil pH,pH of 1:5 soil/0.01M calcium chloride extract - following Method 4A1,LAB_METHODS,,FLOAT,
642,4C_C_1,LaboratoryMeasurement,Soil pH,pH of 1:1 soil/1M potassium chloride suspension,LAB_METHODS,,FLOAT,
643,4C1,LaboratoryMeasurement,Soil pH,pH of 1:5 soil/1M potassium chloride extract - direct,LAB_METHODS,,FLOAT,
644,4C2,LaboratoryMeasurement,Soil pH,pH of 1:5 soil/1M potassium chloride extract - following Method 4A1,LAB_METHODS,,FLOAT,
645,4D1,LaboratoryMeasurement,Soil pH,pH of sodium fluoride suspension,LAB_METHODS,,FLOAT,
646,4.00E+01,LaboratoryMeasurement,Soil pH,pH of hydrogen peroxide extract,LAB_METHODS,,FLOAT,
647,4F1,LaboratoryMeasurement,Soil pH,pH change,LAB_METHODS,,FLOAT,
648,4G_NR,LaboratoryMeasurement,Soil pH,NA,LAB_METHODS,,FLOAT,
649,4G1,LaboratoryMeasurement,Soil pH,Field determination of pH,LAB_METHODS,,FLOAT,
650,5_C_B,LaboratoryMeasurement,Soluble chloride,Water soluble Chloride - Method recorded as B,LAB_METHODS,,FLOAT,
651,5_NR,LaboratoryMeasurement,Soluble chloride,Water soluble Chloride - Cl(%) - Not recordede,LAB_METHODS,,FLOAT,
652,503.01a,LaboratoryMeasurement,DENSITY,Bulk Density of small intact soil core (see report ERA2004-01),LAB_METHODS,,FLOAT,
653,503.05a,LaboratoryMeasurement,DENSITY,Bulk Density fine earth + gravel (see report ERA2004-01),LAB_METHODS,,FLOAT,
654,503.08a,LaboratoryMeasurement,DENSITY,Bulk Density fine earth only (see report ERA2004-01),LAB_METHODS,,FLOAT,
655,5A_C_2.5,LaboratoryMeasurement,Soluble chloride,Chloride - 1:2.5 soil/water extract,LAB_METHODS,,FLOAT,
656,5A1,LaboratoryMeasurement,Soluble chloride,"Chloride - 1:5 soil/water extract, potentiometric titration",LAB_METHODS,,FLOAT,
657,5A2,LaboratoryMeasurement,Soluble chloride,"Chloride - 1:5 soil/water extract, automated colour",LAB_METHODS,,FLOAT,
658,5A2a,LaboratoryMeasurement,Soluble chloride,"Chloride - 1:5 soil/water extract, automated colour",LAB_METHODS,,FLOAT,
659,5A2b,LaboratoryMeasurement,Soluble chloride,"Chloride - 1:5 soil/water extract, FIA",LAB_METHODS,,FLOAT,
660,5A3a,LaboratoryMeasurement,Soluble chloride,"Chloride - 1:5 soil/water extract, ion chromatography (chemical suppression of eluent conductivity)",LAB_METHODS,,FLOAT,
661,5A3b,LaboratoryMeasurement,Soluble chloride,"Chloride - 1:5 soil/water extract, ion chromatography (single column with electronic suppression of eluent conductivity)",LAB_METHODS,,FLOAT,
662,5A4,LaboratoryMeasurement,Soluble chloride,"Chloride - 1:5 soil/water extract, ICPAES",LAB_METHODS,,FLOAT,
665,6_DC,LaboratoryMeasurement,Carbon,Organic carbon (%) - Dry combustion,LAB_METHODS,,FLOAT,
666,6A1,LaboratoryMeasurement,Carbon,Organic carbon - Walkley and Black,LAB_METHODS,,FLOAT,
667,6A1_UC,LaboratoryMeasurement,Carbon,Organic carbon (%) - Uncorrected Walkley and Black method,LAB_METHODS,,FLOAT,
668,6B1,LaboratoryMeasurement,Carbon,Total organic carbon - Heanes wet oxidation,LAB_METHODS,,FLOAT,
669,6B2,LaboratoryMeasurement,Carbon,"Total organic carbon - high frequency induction furnace, volumetric",LAB_METHODS,,FLOAT,
670,6B2a,LaboratoryMeasurement,Carbon,"Total organic carbon - high frequency induction furnace, volumetric (no soil pretreatment)",LAB_METHODS,,FLOAT,
671,6B2b,LaboratoryMeasurement,Carbon,"Total organic carbon - high frequency induction furnace, infared/thermal (no soil pretreatment)",LAB_METHODS,,FLOAT,
672,6B3,LaboratoryMeasurement,Carbon,"Total organic carbon - high frequency induction furnace, infrared",LAB_METHODS,,FLOAT,
673,6B4,LaboratoryMeasurement,Carbon,Total organic carbon - infared diffuse reflectance spectroscopy,LAB_METHODS,,FLOAT,
674,6B4a,LaboratoryMeasurement,Carbon,Total organic carbon - NIR reflectance spectroscopy,LAB_METHODS,,FLOAT,
675,6B4b,LaboratoryMeasurement,Carbon,Total organic carbon - MIR reflectance spectroscopy,LAB_METHODS,,FLOAT,
676,6B4b_MQ01,LaboratoryMeasurement,Carbon,Total organic carbon,LAB_METHODS,,FLOAT,
677,6B4b_MQ02,LaboratoryMeasurement,Carbon,Total organic carbon,LAB_METHODS,,FLOAT,
678,6B5,LaboratoryMeasurement,Carbon,"Total Organic Carbon, (2)",LAB_METHODS,,FLOAT,
679,6C1,LaboratoryMeasurement,Carbon,Particulate organic C (POC),LAB_METHODS,,FLOAT,
680,6D1,LaboratoryMeasurement,Carbon,Pyrophosphate-extractable carbon,LAB_METHODS,,FLOAT,
681,6.00E+01,LaboratoryMeasurement,Carbon,Potassium permanganate oxidisable C (PPOC),LAB_METHODS,,FLOAT,
682,6F1,LaboratoryMeasurement,Carbon,Charcoal-C,LAB_METHODS,,FLOAT,
683,6G1,LaboratoryMeasurement,Carbon,"Total organic matter, organic C and carbonate by loss-on-ignition",LAB_METHODS,,FLOAT,
684,6Z,LaboratoryMeasurement,Carbon,Organic carbon (%) - Not recorded,LAB_METHODS,,FLOAT,
685,7_C_B,LaboratoryMeasurement,Nitrogen,Total Nitrogen - method description not recorded,LAB_METHODS,,FLOAT,
686,7_NR,LaboratoryMeasurement,Nitrogen,Total nitrogen (%) - Not recorded,LAB_METHODS,,FLOAT,
687,7A1,LaboratoryMeasurement,Nitrogen,"Total nitrogen - semimicro Kjeldahl, steam distillation",LAB_METHODS,,FLOAT,
688,7A2,LaboratoryMeasurement,Nitrogen,"Total nitrogen - semimicro Kjeldahl , automated colour",LAB_METHODS,,FLOAT,
689,7A2a,LaboratoryMeasurement,Nitrogen,"Total nitrogen - semimicro Kjeldahl , automated colour, continuous segmented flow",LAB_METHODS,,FLOAT,
690,7A2b,LaboratoryMeasurement,Nitrogen,"Total nitrogen - semimicro Kjeldahl , automated colour, FIA",LAB_METHODS,,FLOAT,
691,7A3,LaboratoryMeasurement,Nitrogen,Total nitrogen (where nitrate > 20 mg N kg-1) - steam distillation,LAB_METHODS,,FLOAT,
692,7A4,LaboratoryMeasurement,Nitrogen,Total nitrogen (where nitrate > 20 mg N kg-1) - automated colour,LAB_METHODS,,FLOAT,
693,7A5,LaboratoryMeasurement,Nitrogen,"Total nitrogen - high frequency induction furnace, thermal conductivity",LAB_METHODS,,FLOAT,
694,7A6,LaboratoryMeasurement,Nitrogen,Total nitrogen - infared diffuse reflectance spectroscopy,LAB_METHODS,,FLOAT,
695,7A6a,LaboratoryMeasurement,Nitrogen,Total nitrogen - NIR reflectance spectroscopy,LAB_METHODS,,FLOAT,
696,7A6b,LaboratoryMeasurement,Nitrogen,Total nitrogen - MIR reflectance spectroscopy,LAB_METHODS,,FLOAT,
697,7A6B_MQ01,LaboratoryMeasurement,Nitrogen,Total nitrogen - MIR QLD Calibration 1,LAB_METHODS,,FLOAT,
698,7A6B_MQ02,LaboratoryMeasurement,Nitrogen,Total nitrogen,LAB_METHODS,,FLOAT,
699,7A7,LaboratoryMeasurement,Nitrogen,"Total Nitrogen, (3)",LAB_METHODS,,FLOAT,
700,7B1,LaboratoryMeasurement,Nitrogen,Water soluble nitrate - automated colour,LAB_METHODS,,FLOAT,
701,7B1a,LaboratoryMeasurement,Nitrogen,"Water soluble nitrate - automated colour, continuous segmented flow",LAB_METHODS,,FLOAT,
702,7B1b,LaboratoryMeasurement,Nitrogen,"Water soluble nitrate - automated colour, FIA",LAB_METHODS,,FLOAT,
703,7B2,LaboratoryMeasurement,Nitrogen,Water soluble nitrate - ion chromatography,LAB_METHODS,,FLOAT,
704,7C_CASO4,LaboratoryMeasurement,Nitrogen,CaSO4 extractable nitrate. O'Brien and Fiore (1962),LAB_METHODS,,FLOAT,
705,7C1,LaboratoryMeasurement,Nitrogen,Mineral nitrogen with 2M KCl - steam distillation,LAB_METHODS,,FLOAT,
706,7C1a,LaboratoryMeasurement,Nitrogen,"Ammonium-N, in presence or absence of nitrite",LAB_METHODS,,FLOAT,
707,7C1b,LaboratoryMeasurement,Nitrogen,"(Nitrate+nitrite)-N, in presence of nitrite",LAB_METHODS,,FLOAT,
708,7C1c,LaboratoryMeasurement,Nitrogen,"(Ammonium+nitrate+nitrite)-N, in presence of nitrite",LAB_METHODS,,FLOAT,
709,7C1d,LaboratoryMeasurement,Nitrogen,"(Ammonium+nitrate)-N, in presence of nitrite",LAB_METHODS,,FLOAT,
710,7C1e,LaboratoryMeasurement,Nitrogen,"Nitrate-N, in presence of nitrite",LAB_METHODS,,FLOAT,
711,7C1f,LaboratoryMeasurement,Nitrogen,"Nitrate-N, in absence of nitrite",LAB_METHODS,,FLOAT,
712,7C1g,LaboratoryMeasurement,Nitrogen,"(Ammonium+nitrate)-N, in absence of nitrite",LAB_METHODS,,FLOAT,
713,7C1h,LaboratoryMeasurement,Nitrogen,Nitrite-N,LAB_METHODS,,FLOAT,
714,7C2,LaboratoryMeasurement,Nitrogen,Mineral nitrogen with 2M KCl - automated colour,LAB_METHODS,,FLOAT,
715,7C2_NH4,LaboratoryMeasurement,Nitrogen,"NH4-N - 2M KCl extractable,colorimetry",LAB_METHODS,,FLOAT,
716,7C2_NO2,LaboratoryMeasurement,Nitrogen,"NO2-N - 2M KCl extractable,colorimetry",LAB_METHODS,,FLOAT,
717,7C2_NO3,LaboratoryMeasurement,Nitrogen,"NO3-N - 2M KCl extractable,colorimetry",LAB_METHODS,,FLOAT,
718,7C2a,LaboratoryMeasurement,Nitrogen,"Mineral nitrogen with 2M KCl - automated colour, continuous segmented flow",LAB_METHODS,,FLOAT,
719,7C2b,LaboratoryMeasurement,Nitrogen,"Mineral nitrogen with 2M KCl - automated colour, FIA",LAB_METHODS,,FLOAT,
720,7D1,LaboratoryMeasurement,Nitrogen,Nitrogen/Sulphur ratio,LAB_METHODS,,FLOAT,
721,7D1a,LaboratoryMeasurement,Nitrogen,"Potentially mineralisable N, hot KCl extraction - automated colour, continuous segmented flow",LAB_METHODS,,FLOAT,
722,7D1b,LaboratoryMeasurement,Nitrogen,"Potentially mineralisable N, hot KCl extraction - automated colour, FIA",LAB_METHODS,,FLOAT,
723,7D1c,LaboratoryMeasurement,Nitrogen,"Potentially mineralisable N, hot KCl extraction - NIR diffuse reflectance spectroscopy",LAB_METHODS,,FLOAT,
724,7D2a,LaboratoryMeasurement,Nitrogen,"Potentially mineralisable N, anerobic incubation - automated colour, continuous segmented flow",LAB_METHODS,,FLOAT,
725,7D2b,LaboratoryMeasurement,Nitrogen,"Potentially mineralisable N, anerobic incubation - automated colour, FIA",LAB_METHODS,,FLOAT,
726,8A1,LaboratoryMeasurement,Carbon/nitrogen ratio,Total organic carbon/total nitrogen ratio,LAB_METHODS,,FLOAT,
727,8B1,LaboratoryMeasurement,Carbon/nitrogen ratio,Organic carbon - Walkley and Black/total nitrogen ratio,LAB_METHODS,,FLOAT,
728,8C1,LaboratoryMeasurement,Carbon/nitrogen ratio,Carbon/Sulphur ratio,LAB_METHODS,,FLOAT,
730,9_NR,LaboratoryMeasurement,Phosphorus,Available P (mg/kg) - Not recorded,LAB_METHODS,,FLOAT,
731,9A_HCL,LaboratoryMeasurement,Phosphorus,Total element - P(%) - By boiling HCl,LAB_METHODS,,FLOAT,
732,9A_HCLP2O5,LaboratoryMeasurement,Phosphorus,Total element - P(%) - By boiling HCl(P2O5),LAB_METHODS,,FLOAT,
733,9A_HF+,LaboratoryMeasurement,Phosphorus,Total element - P(%) - HF/HCl04 Digest,LAB_METHODS,,FLOAT,
734,9A_NR,LaboratoryMeasurement,Phosphorus,Total element - P(%) - Not recorded,LAB_METHODS,,FLOAT,
735,9A_S14,LaboratoryMeasurement,Phosphorus,NA,LAB_METHODS,,FLOAT,
736,9A1,LaboratoryMeasurement,Phosphorus,Total phosphorus - X-ray fluorescence,LAB_METHODS,,FLOAT,
737,9A2,LaboratoryMeasurement,Phosphorus,Total phosphorus - sodium carbonate fusion,LAB_METHODS,,FLOAT,
738,9A3,LaboratoryMeasurement,Phosphorus,"Total Phosphorus (ppm) - semimicro kjeldahl, automated colour",LAB_METHODS,,FLOAT,
739,9A3a,LaboratoryMeasurement,Phosphorus,"Total Phosphorus (ppm) - semimicro kjeldahl, automated colour, FIA/continuous segmented flow",LAB_METHODS,,FLOAT,
740,9A3b,LaboratoryMeasurement,Phosphorus,"Total Phosphorus (ppm) - semimicro kjeldahl, ICPAES",LAB_METHODS,,FLOAT,
741,9B_9C,LaboratoryMeasurement,Phosphorus,Available P (mg/kg) - Bicarbonate P - 0.5M NaHCO3 extractable,LAB_METHODS,,FLOAT,
742,9B_NR,LaboratoryMeasurement,Phosphorus,NA,LAB_METHODS,,FLOAT,
743,9B1,LaboratoryMeasurement,Phosphorus,Bicarbonate-extractable phosphorus - manual colour,LAB_METHODS,,FLOAT,
744,9B2,LaboratoryMeasurement,Phosphorus,Bicarbonate-extractable phosphorus - automated colour,LAB_METHODS,,FLOAT,
745,9B2_COL,LaboratoryMeasurement,Phosphorus,Bicarbonate-extractable phosphorus - automated colour. Based on Colwell (1965). Method no longer recommended,LAB_METHODS,,FLOAT,
746,9BUFF_0,LaboratoryMeasurement,Phosphorus,"Buffering Capacity by 0.01M CaCl2, solution of 0 ppm phosphorus added (CSIRO Div of Soil Tech Mem 63/1972)",LAB_METHODS,,FLOAT,
747,9BUFF_0.5,LaboratoryMeasurement,Phosphorus,"Buffering Capacity by 0.01M CaCl2, solution of 0.5 ppm phosphorus added (CSIRO Div of Soil Tech Mem 63/1972)",LAB_METHODS,,FLOAT,
748,9BUFF_1,LaboratoryMeasurement,Phosphorus,"Buffering Capacity by 0.01M CaCl2, solution of 1 ppm phosphorus added (CSIRO Div of Soil Tech Mem 63/1972)",LAB_METHODS,,FLOAT,
749,9BUFF_2,LaboratoryMeasurement,Phosphorus,"Buffering Capacity by 0.01M CaCl2, solution of 2 ppm phosphorus added (CSIRO Div of Soil Tech Mem 63/1972)",LAB_METHODS,,FLOAT,
750,9BUFF_4,LaboratoryMeasurement,Phosphorus,"Buffering Capacity by 0.01M CaCl2, solution of 4 ppm phosphorus added (CSIRO Div of Soil Tech Mem 63/1972)",LAB_METHODS,,FLOAT,
751,9C1,LaboratoryMeasurement,Phosphorus,Olsen-extractable phosphorus - manual colour,LAB_METHODS,,FLOAT,
752,9C2,LaboratoryMeasurement,Phosphorus,Olsen-extractable phosphorus - automated colour,LAB_METHODS,,FLOAT,
753,9D1,LaboratoryMeasurement,Phosphorus,Lactate-extractable phosphorus - manual colour,LAB_METHODS,,FLOAT,
754,9D2,LaboratoryMeasurement,Phosphorus,Lactate-extractable phosphorus - automated colour,LAB_METHODS,,FLOAT,
755,9E,LaboratoryMeasurement,Phosphorus,Fluoride-extractable phosphorus (Bray 1-P),LAB_METHODS,,FLOAT,
756,9.00E+01,LaboratoryMeasurement,Phosphorus,Fluoride-extractable phosphorus (Bray 1-P) - manual colour,LAB_METHODS,,FLOAT,
757,9.00E+02,LaboratoryMeasurement,Phosphorus,Fluoride-extractable phosphorus (Bray 1-P) - automated colour,LAB_METHODS,,FLOAT,
758,9F1,LaboratoryMeasurement,Phosphorus,Calcium chloride-extractable phosphorus - manual colour,LAB_METHODS,,FLOAT,
759,9F2,LaboratoryMeasurement,Phosphorus,Calcium chloride-extractable phosphorus - automated colour,LAB_METHODS,,FLOAT,
760,9G_BSES,LaboratoryMeasurement,Phosphorus,Available P (mg/kg) - Acid P - 0.005M H2SO4 (BSES),LAB_METHODS,,FLOAT,
761,9G1,LaboratoryMeasurement,Phosphorus,Acid-extractable phosphorus - manual colour,LAB_METHODS,,FLOAT,
762,9G2,LaboratoryMeasurement,Phosphorus,Acid-extractable phosphorus - automated colour,LAB_METHODS,,FLOAT,
763,9H_NR,LaboratoryMeasurement,Phosphorus,Posphate retention % - Not recorded,LAB_METHODS,,FLOAT,
764,9H1,LaboratoryMeasurement,Phosphorus,Anion storage capacity,LAB_METHODS,,FLOAT,
765,9I1,LaboratoryMeasurement,Phosphorus,Phosphate sorption index,LAB_METHODS,,FLOAT,
766,9I2,LaboratoryMeasurement,Phosphorus,Phosphorus buffer index (Colwell),LAB_METHODS,,FLOAT,
767,9I2a,LaboratoryMeasurement,Phosphorus,P buffer index - PBI (+ColP) - Murphy and Riley,LAB_METHODS,,FLOAT,
768,9I2b,LaboratoryMeasurement,Phosphorus,P buffer index - PBI (+ColP) - ICPAES,LAB_METHODS,,FLOAT,
