Property,PropertyType,PropertyGroup,Description,TableName,DataType,VocabURL
17B2_Cr,LaboratoryMeasurement,Total miscellaneous elements,Chromium,LAB_METHODS,FLOAT,http://registry.it.csiro.au/def/soil/au/scma/17
17B2_Cu,LaboratoryMeasurement,Total miscellaneous elements,Copper,LAB_METHODS,FLOAT,http://registry.it.csiro.au/def/soil/au/scma/17
17B2_Fe,LaboratoryMeasurement,Total miscellaneous elements,Iron,LAB_METHODS,FLOAT,http://registry.it.csiro.au/def/soil/au/scma/17
17B2_K,LaboratoryMeasurement,Total miscellaneous elements,"Psuedo-total Potassium - reverse aqua regia digestion, determination by atomic spectrometry",LAB_METHODS,FLOAT,http://registry.it.csiro.au/def/soil/au/scma/17
17B2_Mg,LaboratoryMeasurement,Total miscellaneous elements,Magnesium,LAB_METHODS,FLOAT,http://registry.it.csiro.au/def/soil/au/scma/17
17B2_Mn,LaboratoryMeasurement,Total miscellaneous elements,Manganese,LAB_METHODS,FLOAT,http://registry.it.csiro.au/def/soil/au/scma/17
17B2_Mo,LaboratoryMeasurement,Total miscellaneous elements,Molybdenum,LAB_METHODS,FLOAT,http://registry.it.csiro.au/def/soil/au/scma/17
17B2_Na,LaboratoryMeasurement,Total miscellaneous elements,Sodium,LAB_METHODS,FLOAT,http://registry.it.csiro.au/def/soil/au/scma/17
17B2_Ni,LaboratoryMeasurement,Total miscellaneous elements,Nickel,LAB_METHODS,FLOAT,http://registry.it.csiro.au/def/soil/au/scma/17
17B2_P,LaboratoryMeasurement,Total miscellaneous elements,Phosphorus,LAB_METHODS,FLOAT,http://registry.it.csiro.au/def/soil/au/scma/17
17B2_Pb,LaboratoryMeasurement,Total miscellaneous elements,Lead,LAB_METHODS,FLOAT,http://registry.it.csiro.au/def/soil/au/scma/17
17B2_S,LaboratoryMeasurement,Total miscellaneous elements,Sulphur,LAB_METHODS,FLOAT,http://registry.it.csiro.au/def/soil/au/scma/17
17B2_Zn,LaboratoryMeasurement,Total miscellaneous elements,Zinc,LAB_METHODS,FLOAT,http://registry.it.csiro.au/def/soil/au/scma/17
17C1_K,LaboratoryMeasurement,Total miscellaneous elements,"Psuedo-total Potassium - conventional aqua regia block digestion, determination by atomic spectrometry",LAB_METHODS,FLOAT,http://registry.it.csiro.au/def/soil/au/scma/17
17X1_Al,LaboratoryMeasurement,Total miscellaneous elements,Soil: Elements; HNO3+HClO4+H2O2 microwave; ICP,LAB_METHODS,FLOAT,http://registry.it.csiro.au/def/soil/au/scma/17
17X1_As,LaboratoryMeasurement,Total miscellaneous elements,Soil: Elements; HNO3+HClO4+H2O2 microwave; ICP,LAB_METHODS,FLOAT,http://registry.it.csiro.au/def/soil/au/scma/17
17X1_Ca,LaboratoryMeasurement,Total miscellaneous elements,Soil: Elements; HNO3+HClO4+H2O2 microwave; ICP,LAB_METHODS,FLOAT,http://registry.it.csiro.au/def/soil/au/scma/17
17X1_Co,LaboratoryMeasurement,Total miscellaneous elements,Soil: Elements; HNO3+HClO4+H2O2 microwave; ICP,LAB_METHODS,FLOAT,http://registry.it.csiro.au/def/soil/au/scma/17
17X1_Cr,LaboratoryMeasurement,Total miscellaneous elements,Soil: Elements; HNO3+HClO4+H2O2 microwave; ICP,LAB_METHODS,FLOAT,http://registry.it.csiro.au/def/soil/au/scma/17
17X1_Cu,LaboratoryMeasurement,Total miscellaneous elements,Soil: Elements; HNO3+HClO4+H2O2 microwave; ICP,LAB_METHODS,FLOAT,http://registry.it.csiro.au/def/soil/au/scma/17
17X1_Fe,LaboratoryMeasurement,Total miscellaneous elements,Soil: Elements; HNO3+HClO4+H2O2 microwave; ICP,LAB_METHODS,FLOAT,http://registry.it.csiro.au/def/soil/au/scma/17
17X1_K,LaboratoryMeasurement,Total miscellaneous elements,Soil: Elements; HNO3+HClO4+H2O2 microwave; ICP,LAB_METHODS,FLOAT,http://registry.it.csiro.au/def/soil/au/scma/17
17X1_Mg,LaboratoryMeasurement,Total miscellaneous elements,Soil: Elements; HNO3+HClO4+H2O2 microwave; ICP,LAB_METHODS,FLOAT,http://registry.it.csiro.au/def/soil/au/scma/17
17X1_Mn,LaboratoryMeasurement,Total miscellaneous elements,Soil: Elements; HNO3+HClO4+H2O2 microwave; ICP,LAB_METHODS,FLOAT,http://registry.it.csiro.au/def/soil/au/scma/17
17X1_Mo,LaboratoryMeasurement,Total miscellaneous elements,Soil: Elements; HNO3+HClO4+H2O2 microwave; ICP,LAB_METHODS,FLOAT,http://registry.it.csiro.au/def/soil/au/scma/17
17X1_Na,LaboratoryMeasurement,Total miscellaneous elements,Soil: Elements; HNO3+HClO4+H2O2 microwave; ICP,LAB_METHODS,FLOAT,http://registry.it.csiro.au/def/soil/au/scma/17
17X1_Ni,LaboratoryMeasurement,Total miscellaneous elements,Soil: Elements; HNO3+HClO4+H2O2 microwave; ICP,LAB_METHODS,FLOAT,http://registry.it.csiro.au/def/soil/au/scma/17
17X1_P,LaboratoryMeasurement,Total miscellaneous elements,Soil: Elements; HNO3+HClO4+H2O2 microwave; ICP,LAB_METHODS,FLOAT,http://registry.it.csiro.au/def/soil/au/scma/17
17X1_Pb,LaboratoryMeasurement,Total miscellaneous elements,Soil: Elements; HNO3+HClO4+H2O2 microwave; ICP,LAB_METHODS,FLOAT,http://registry.it.csiro.au/def/soil/au/scma/17
17X1_S,LaboratoryMeasurement,Total miscellaneous elements,Soil: Elements; HNO3+HClO4+H2O2 microwave; ICP,LAB_METHODS,FLOAT,http://registry.it.csiro.au/def/soil/au/scma/17
17X1_Zn,LaboratoryMeasurement,Total miscellaneous elements,Soil: Elements; HNO3+HClO4+H2O2 microwave; ICP,LAB_METHODS,FLOAT,http://registry.it.csiro.au/def/soil/au/scma/17
17Z1,LaboratoryMeasurement,Total miscellaneous elements,Total P,LAB_METHODS,FLOAT,http://registry.it.csiro.au/def/soil/au/scma/17
18A1,LaboratoryMeasurement,Miscellaneous extractable elements,Bicarbonate-extractable potassium,LAB_METHODS,FLOAT,http://registry.it.csiro.au/def/soil/au/scma/18A1
18A1_NR,LaboratoryMeasurement,Miscellaneous extractable elements,NA,LAB_METHODS,FLOAT,http://registry.it.csiro.au/def/soil/au/scma/18
18B1,LaboratoryMeasurement,Miscellaneous extractable elements,Hydrochloric acid - extractable potassium,LAB_METHODS,FLOAT,http://registry.it.csiro.au/def/soil/au/scma/18B1
18B2,LaboratoryMeasurement,Miscellaneous extractable elements,Sulfuric acid (10%)- extractable potassium,LAB_METHODS,FLOAT,http://registry.it.csiro.au/def/soil/au/scma/18
18C1,LaboratoryMeasurement,Miscellaneous extractable elements,Boiling 1 M nitric acid  - extractable potassium,LAB_METHODS,FLOAT,http://registry.it.csiro.au/def/soil/au/scma/18C1
18D1,LaboratoryMeasurement,Miscellaneous extractable elements,0.1 M calcium chloride - extractable Cadmium,LAB_METHODS,FLOAT,http://registry.it.csiro.au/def/soil/au/scma/18D1
1.80E+02,LaboratoryMeasurement,Miscellaneous extractable elements,0.01 M calcium chloride - extractable Cadmium,LAB_METHODS,FLOAT,http://registry.it.csiro.au/def/soil/au/scma/18
1.80E+03,LaboratoryMeasurement,Miscellaneous extractable elements,Fluoride-extractable potassium (Bray 1-K) - AAS,LAB_METHODS,FLOAT,http://registry.it.csiro.au/def/soil/au/scma/18
18F1_AL,LaboratoryMeasurement,Miscellaneous extractable elements,Mehlich 3 - extractable Aluminium,LAB_METHODS,FLOAT,http://registry.it.csiro.au/def/soil/au/scma/18
18F1_B,LaboratoryMeasurement,Miscellaneous extractable elements,Mehlich 3 - extractable Boron,LAB_METHODS,FLOAT,http://registry.it.csiro.au/def/soil/au/scma/18
18F1_CA,LaboratoryMeasurement,Miscellaneous extractable elements,Mehlich 3 - extractable Calcium,LAB_METHODS,FLOAT,http://registry.it.csiro.au/def/soil/au/scma/18
18F1_Cd,LaboratoryMeasurement,Miscellaneous extractable elements,Cadmium,LAB_METHODS,FLOAT,http://registry.it.csiro.au/def/soil/au/scma/18
18F1_CU,LaboratoryMeasurement,Miscellaneous extractable elements,Mehlich 3 - extractable Copper,LAB_METHODS,FLOAT,http://registry.it.csiro.au/def/soil/au/scma/18
18F1_FE,LaboratoryMeasurement,Miscellaneous extractable elements,Mehlich 3 - extractable Iron,LAB_METHODS,FLOAT,http://registry.it.csiro.au/def/soil/au/scma/18
18F1_K,LaboratoryMeasurement,Miscellaneous extractable elements,Mehlich 3 - extractable Potassium,LAB_METHODS,FLOAT,http://registry.it.csiro.au/def/soil/au/scma/18
18F1_MG,LaboratoryMeasurement,Miscellaneous extractable elements,Mehlich 3 - extractable Magnesium,LAB_METHODS,FLOAT,http://registry.it.csiro.au/def/soil/au/scma/18
18F1_MN,LaboratoryMeasurement,Miscellaneous extractable elements,Mehlich 3 - extractable Manganese,LAB_METHODS,FLOAT,http://registry.it.csiro.au/def/soil/au/scma/18
18F1_NA,LaboratoryMeasurement,Miscellaneous extractable elements,Mehlich 3 - extractable Sodium,LAB_METHODS,FLOAT,http://registry.it.csiro.au/def/soil/au/scma/18
18F1_P,LaboratoryMeasurement,Miscellaneous extractable elements,Mehlich 3 - extractable Phosporus,LAB_METHODS,FLOAT,http://registry.it.csiro.au/def/soil/au/scma/18
18F1_S,LaboratoryMeasurement,Miscellaneous extractable elements,Mehlich 3 - extractable Sulfur,LAB_METHODS,FLOAT,http://registry.it.csiro.au/def/soil/au/scma/18
18F1_ZN,LaboratoryMeasurement,Miscellaneous extractable elements,Mehlich 3 - extractable Zinc,LAB_METHODS,FLOAT,http://registry.it.csiro.au/def/soil/au/scma/18
18F2,LaboratoryMeasurement,Miscellaneous extractable elements,Mehlich 3 - extractable Potassium - colour finish,LAB_METHODS,FLOAT,http://registry.it.csiro.au/def/soil/au/scma/18F2
18G1,LaboratoryMeasurement,Miscellaneous extractable elements,Reserve soil K+ by copper-modified sodium tetraphenylboron extraction,LAB_METHODS,FLOAT,http://registry.it.csiro.au/def/soil/au/scma/18G1
19_COL,LaboratoryMeasurement,Alkaline earth carbonates,Carbonates - Collins Calcimeter,LAB_METHODS,FLOAT,http://registry.it.csiro.au/def/soil/au/scma/19
19A1,LaboratoryMeasurement,Alkaline earth carbonates,Carbonates - rapid titration,LAB_METHODS,FLOAT,http://registry.it.csiro.au/def/soil/au/scma/19A1
19A2,LaboratoryMeasurement,Alkaline earth carbonates,Acid Neutralizing Capacity - 0.1 M HCl digest & back titration,LAB_METHODS,FLOAT,http://registry.it.csiro.au/def/soil/au/scma/19
19B_NR,LaboratoryMeasurement,Alkaline earth carbonates,Calcium Carbonate (CaCO3) - Not recorded,LAB_METHODS,FLOAT,http://registry.it.csiro.au/def/soil/au/scma/19
19B1,LaboratoryMeasurement,Alkaline earth carbonates,Carbonates - manometric,LAB_METHODS,FLOAT,http://registry.it.csiro.au/def/soil/au/scma/19B1
19B2,LaboratoryMeasurement,Alkaline earth carbonates,Carbonates - transducer,LAB_METHODS,FLOAT,http://registry.it.csiro.au/def/soil/au/scma/19B2
19C1,LaboratoryMeasurement,Alkaline earth carbonates,Spot field test for the presence of soil carbonates with dilute HCl,LAB_METHODS,FLOAT,http://registry.it.csiro.au/def/soil/au/scma/19C1
19D1,LaboratoryMeasurement,Alkaline earth carbonates,Field test for soil carbonates with dilute HCl and effervescence class assessment,LAB_METHODS,FLOAT,http://registry.it.csiro.au/def/soil/au/scma/19D1
1A1,LaboratoryMeasurement,Sampling and Sample Preparation,Field sampling - soil and land use surveys,LAB_METHODS,FLOAT,http://registry.it.csiro.au/def/soil/au/scma/1A1
1A2,LaboratoryMeasurement,Sampling and Sample Preparation,Field sampling - diagnostic,LAB_METHODS,FLOAT,http://registry.it.csiro.au/def/soil/au/scma/1A2
1B1,LaboratoryMeasurement,Sampling and Sample Preparation,Laboratory preparation,LAB_METHODS,FLOAT,http://registry.it.csiro.au/def/soil/au/scma/1B1
1X1_Al,LaboratoryMeasurement,XRF,Total Al XRF,LAB_METHODS,FLOAT,
1X1_As,LaboratoryMeasurement,XRF,Total As XRF,LAB_METHODS,FLOAT,
1X1_Ba,LaboratoryMeasurement,XRF,Total Ba XRF,LAB_METHODS,FLOAT,
1X1_Br,LaboratoryMeasurement,XRF,Total Br XRF,LAB_METHODS,FLOAT,
1X1_Ca,LaboratoryMeasurement,XRF,Total Ca XRF,LAB_METHODS,FLOAT,
1X1_Cd,LaboratoryMeasurement,XRF,Total Cd XRF,LAB_METHODS,FLOAT,
1X1_Co,LaboratoryMeasurement,XRF,Total Co XRF,LAB_METHODS,FLOAT,
1X1_Cr,LaboratoryMeasurement,XRF,Total Cr XRF,LAB_METHODS,FLOAT,
1X1_Cu,LaboratoryMeasurement,XRF,Total Cu XRF,LAB_METHODS,FLOAT,
1X1_Fe,LaboratoryMeasurement,XRF,Total Fe XRF,LAB_METHODS,FLOAT,
1X1_Hg,LaboratoryMeasurement,XRF,Total Hg XRF,LAB_METHODS,FLOAT,
1X1_Mg,LaboratoryMeasurement,XRF,Total Mg XRF,LAB_METHODS,FLOAT,
1X1_Mn,LaboratoryMeasurement,XRF,Total Mn XRF,LAB_METHODS,FLOAT,
1X1_Na,LaboratoryMeasurement,XRF,Total Na XRF,LAB_METHODS,FLOAT,
1X1_Ni,LaboratoryMeasurement,XRF,Total Ni XRF,LAB_METHODS,FLOAT,
1X1_Pb,LaboratoryMeasurement,XRF,Total Pb XRF,LAB_METHODS,FLOAT,
1X1_Si,LaboratoryMeasurement,XRF,Total Si XRF,LAB_METHODS,FLOAT,
1X1_Sr,LaboratoryMeasurement,XRF,Total Sr XRF,LAB_METHODS,FLOAT,
1X1_Ti,LaboratoryMeasurement,XRF,Total Ti XRF,LAB_METHODS,FLOAT,
1X1_V,LaboratoryMeasurement,XRF,Total V XRF,LAB_METHODS,FLOAT,
1X1_Zn,LaboratoryMeasurement,XRF,Total Zn XRF,LAB_METHODS,FLOAT,
2_LOI,LaboratoryMeasurement,LOSS_ON_IGNITION,Loss on Ignition (%),LAB_METHODS,FLOAT,
20A1,LaboratoryMeasurement,Acid sulfate soils,Chromium reducible S,LAB_METHODS,FLOAT,http://registry.it.csiro.au/def/soil/au/scma/20A1
20A2,LaboratoryMeasurement,Acid sulfate soils,Total Sulfur - Leco,LAB_METHODS,FLOAT,http://registry.it.csiro.au/def/soil/au/scma/20
20A3,LaboratoryMeasurement,Acid sulfate soils,"Total Sulfur - Combustion, titration end point",LAB_METHODS,FLOAT,http://registry.it.csiro.au/def/soil/au/scma/20
20A4,LaboratoryMeasurement,Acid sulfate soils,"Total Sulfur - Combustion, dry ashing NaCO3, AgBr",LAB_METHODS,FLOAT,http://registry.it.csiro.au/def/soil/au/scma/20
20A5,LaboratoryMeasurement,Acid sulfate soils,Total Sulfur - Alkaline Na hypobromite oxidation + reduction hydroiodic acid reduction,LAB_METHODS,FLOAT,http://registry.it.csiro.au/def/soil/au/scma/20
20A6,LaboratoryMeasurement,Acid sulfate soils,"Total Sulfur - Acid oxidation using nitric, perchloric, phosphoric, hydrochloric acids",LAB_METHODS,FLOAT,http://registry.it.csiro.au/def/soil/au/scma/20
20A7,LaboratoryMeasurement,Acid sulfate soils,Total Sulfur - Bromine-Nitric Acid oxidation (Vogel's quantitative inorganic analysis),LAB_METHODS,FLOAT,http://registry.it.csiro.au/def/soil/au/scma/20
20A9,LaboratoryMeasurement,Acid sulfate soils,Total Sulfur - Summation from procedure 20D,LAB_METHODS,FLOAT,http://registry.it.csiro.au/def/soil/au/scma/20
20B1,LaboratoryMeasurement,Acid sulfate soils,SPOCAS acid trail - titratable actual acidity (TAA),LAB_METHODS,FLOAT,http://registry.it.csiro.au/def/soil/au/scma/20B1
20Ba,LaboratoryMeasurement,Acid sulfate soils,"4M HCl extractable Sulfur - sulfate, turbidmetric",LAB_METHODS,FLOAT,http://registry.it.csiro.au/def/soil/au/scma/20
20Bb,LaboratoryMeasurement,Acid sulfate soils,"4M HCl extractable Sulfur - sulfate, gravimetric",LAB_METHODS,FLOAT,http://registry.it.csiro.au/def/soil/au/scma/20
20Bc,LaboratoryMeasurement,Acid sulfate soils,"4M HCl extractable Sulfur - sulfate, automated colour",LAB_METHODS,FLOAT,http://registry.it.csiro.au/def/soil/au/scma/20
20Bd,LaboratoryMeasurement,Acid sulfate soils,"4M HCl extractable Sulfur - sulfate, ion chromatography",LAB_METHODS,FLOAT,http://registry.it.csiro.au/def/soil/au/scma/20
20Be,LaboratoryMeasurement,Acid sulfate soils,"4M HCl extractable Sulfur - sulfur, ICPAES",LAB_METHODS,FLOAT,http://registry.it.csiro.au/def/soil/au/scma/20
20Bf,LaboratoryMeasurement,Acid sulfate soils,"4M HCl extractable Sulfur - sulfate, automated turbidmetric",LAB_METHODS,FLOAT,http://registry.it.csiro.au/def/soil/au/scma/20
20Bg,LaboratoryMeasurement,Acid sulfate soils,"4M HCl extractable Sulfur - sulfate, indirect, barium remaining by AAS",LAB_METHODS,FLOAT,http://registry.it.csiro.au/def/soil/au/scma/20
20Bh,LaboratoryMeasurement,Acid sulfate soils,"4M HCl extractable calcium, ICPAES",LAB_METHODS,FLOAT,http://registry.it.csiro.au/def/soil/au/scma/20
20Bj,LaboratoryMeasurement,Acid sulfate soils,"4M HCl extractable calcium, atomic absorption (AAS)",LAB_METHODS,FLOAT,http://registry.it.csiro.au/def/soil/au/scma/20
20Bk,LaboratoryMeasurement,Acid sulfate soils,"4M HCl extractable calcium, titration EDTA",LAB_METHODS,FLOAT,http://registry.it.csiro.au/def/soil/au/scma/20
20Bm,LaboratoryMeasurement,Acid sulfate soils,"4M HCl extractable magnesium, ICPAES",LAB_METHODS,FLOAT,http://registry.it.csiro.au/def/soil/au/scma/20
20Bn,LaboratoryMeasurement,Acid sulfate soils,"4M HCl extractable magnesium, atomic absorption (AAS)",LAB_METHODS,FLOAT,http://registry.it.csiro.au/def/soil/au/scma/20
20Bp,LaboratoryMeasurement,Acid sulfate soils,"4M HCl extractable magnesium, titration EDTA",LAB_METHODS,FLOAT,http://registry.it.csiro.au/def/soil/au/scma/20
20Bs,LaboratoryMeasurement,Acid sulfate soils,"4M HCl extractable sodium, ICPAES",LAB_METHODS,FLOAT,http://registry.it.csiro.au/def/soil/au/scma/20
20Bt,LaboratoryMeasurement,Acid sulfate soils,"4M HCl extractable sodium, atomic absorption (AAS)",LAB_METHODS,FLOAT,http://registry.it.csiro.au/def/soil/au/scma/20
20Bu,LaboratoryMeasurement,Acid sulfate soils,"4M HCl extractable sodium, flame emission",LAB_METHODS,FLOAT,http://registry.it.csiro.au/def/soil/au/scma/20
20Bv,LaboratoryMeasurement,Acid sulfate soils,"4M HCl extractable potassium, ICPAES",LAB_METHODS,FLOAT,http://registry.it.csiro.au/def/soil/au/scma/20
20Bw,LaboratoryMeasurement,Acid sulfate soils,"4M HCl extractable potassium, atomic absorption (AAS)",LAB_METHODS,FLOAT,http://registry.it.csiro.au/def/soil/au/scma/20
20Bx,LaboratoryMeasurement,Acid sulfate soils,"4M HCl extractable potassium, flame emission",LAB_METHODS,FLOAT,http://registry.it.csiro.au/def/soil/au/scma/20
20C1_ANC,LaboratoryMeasurement,Acid sulfate soils,SPOCAS acid trail - Net Acid Neutralising Capacity (ANC),LAB_METHODS,FLOAT,http://registry.it.csiro.au/def/soil/au/scma/20
20C1_TPA,LaboratoryMeasurement,Acid sulfate soils,SPOCAS acid trail - titratable peroxide acidity (TPA),LAB_METHODS,FLOAT,http://registry.it.csiro.au/def/soil/au/scma/20
20C1a,LaboratoryMeasurement,Acid sulfate soils,"Total Oxidisable Sulfur by XRF and turbidmetric, SO4",LAB_METHODS,FLOAT,http://registry.it.csiro.au/def/soil/au/scma/20
20C1b,LaboratoryMeasurement,Acid sulfate soils,"Total Oxidisable Sulfur by XRF and Gravimetric, SO4",LAB_METHODS,FLOAT,http://registry.it.csiro.au/def/soil/au/scma/20
20C1c,LaboratoryMeasurement,Acid sulfate soils,"Total Oxidisable Sulfur by XRF and Auto colour, SO4",LAB_METHODS,FLOAT,http://registry.it.csiro.au/def/soil/au/scma/20
20C1d,LaboratoryMeasurement,Acid sulfate soils,"Total Oxidisable Sulfur by XRF and Ion chromo, SO4",LAB_METHODS,FLOAT,http://registry.it.csiro.au/def/soil/au/scma/20
20C1e,LaboratoryMeasurement,Acid sulfate soils,"Total Oxidisable Sulfur by XRF and ICPAES, S",LAB_METHODS,FLOAT,http://registry.it.csiro.au/def/soil/au/scma/20
20C1f,LaboratoryMeasurement,Acid sulfate soils,"Total Oxidisable Sulfur by XRF and Auto turbidmetric, SO4",LAB_METHODS,FLOAT,http://registry.it.csiro.au/def/soil/au/scma/20
20C1g,LaboratoryMeasurement,Acid sulfate soils,"Total Oxidisable Sulfur by XRF and Indirect Ba by AAS, SO4",LAB_METHODS,FLOAT,http://registry.it.csiro.au/def/soil/au/scma/20
20C2a,LaboratoryMeasurement,Acid sulfate soils,"Total Oxidisable Sulfur by Leco and turbidmetric, SO4",LAB_METHODS,FLOAT,http://registry.it.csiro.au/def/soil/au/scma/20
20C2b,LaboratoryMeasurement,Acid sulfate soils,"Total Oxidisable Sulfur by Leco and Gravimetric, SO4",LAB_METHODS,FLOAT,http://registry.it.csiro.au/def/soil/au/scma/20
20C2c,LaboratoryMeasurement,Acid sulfate soils,"Total Oxidisable Sulfur by Leco and Auto colour, SO4",LAB_METHODS,FLOAT,http://registry.it.csiro.au/def/soil/au/scma/20
20C2d,LaboratoryMeasurement,Acid sulfate soils,"Total Oxidisable Sulfur by Leco and Ion chromo, SO4",LAB_METHODS,FLOAT,http://registry.it.csiro.au/def/soil/au/scma/20
20C2e,LaboratoryMeasurement,Acid sulfate soils,"Total Oxidisable Sulfur by Leco and ICPAES, S",LAB_METHODS,FLOAT,http://registry.it.csiro.au/def/soil/au/scma/20
20C2f,LaboratoryMeasurement,Acid sulfate soils,"Total Oxidisable Sulfur by Leco and Auto turbidmetric, SO4",LAB_METHODS,FLOAT,http://registry.it.csiro.au/def/soil/au/scma/20
20C2g,LaboratoryMeasurement,Acid sulfate soils,"Total Oxidisable Sulfur by Leco and Indirect Ba by AAS, SO4",LAB_METHODS,FLOAT,http://registry.it.csiro.au/def/soil/au/scma/20
20C3a,LaboratoryMeasurement,Acid sulfate soils,"Total Oxidisable Sulfur by Combustion, titration and turbidmetric, SO4",LAB_METHODS,FLOAT,http://registry.it.csiro.au/def/soil/au/scma/20
20C3b,LaboratoryMeasurement,Acid sulfate soils,"Total Oxidisable Sulfur by Combustion, titration and Gravimetric, SO4",LAB_METHODS,FLOAT,http://registry.it.csiro.au/def/soil/au/scma/20
20C3c,LaboratoryMeasurement,Acid sulfate soils,"Total Oxidisable Sulfur by Combustion, titration and Auto colour, SO4",LAB_METHODS,FLOAT,http://registry.it.csiro.au/def/soil/au/scma/20
20C3d,LaboratoryMeasurement,Acid sulfate soils,"Total Oxidisable Sulfur by Combustion, titration and Ion chromo, SO4",LAB_METHODS,FLOAT,http://registry.it.csiro.au/def/soil/au/scma/20
20C3e,LaboratoryMeasurement,Acid sulfate soils,"Total Oxidisable Sulfur by Combustion, titration and ICPAES, S",LAB_METHODS,FLOAT,http://registry.it.csiro.au/def/soil/au/scma/20
20C3f,LaboratoryMeasurement,Acid sulfate soils,"Total Oxidisable Sulfur by Combustion, titration and Auto turbidmetric, SO4",LAB_METHODS,FLOAT,http://registry.it.csiro.au/def/soil/au/scma/20
20C3g,LaboratoryMeasurement,Acid sulfate soils,"Total Oxidisable Sulfur by Combustion, titration and Indirect Ba by AAS, SO4",LAB_METHODS,FLOAT,http://registry.it.csiro.au/def/soil/au/scma/20
20C4a,LaboratoryMeasurement,Acid sulfate soils,"Total Oxidisable Sulfur by Combustion, dry ashing and turbidmetric, SO4",LAB_METHODS,FLOAT,http://registry.it.csiro.au/def/soil/au/scma/20
20C4b,LaboratoryMeasurement,Acid sulfate soils,"Total Oxidisable Sulfur by Combustion, dry ashing and Gravimetric, SO4",LAB_METHODS,FLOAT,http://registry.it.csiro.au/def/soil/au/scma/20
20C4c,LaboratoryMeasurement,Acid sulfate soils,"Total Oxidisable Sulfur by Combustion, dry ashing and Auto colour, SO4",LAB_METHODS,FLOAT,http://registry.it.csiro.au/def/soil/au/scma/20
20C4d,LaboratoryMeasurement,Acid sulfate soils,"Total Oxidisable Sulfur by Combustion, dry ashing and Ion chromo, SO4",LAB_METHODS,FLOAT,http://registry.it.csiro.au/def/soil/au/scma/20
20C4e,LaboratoryMeasurement,Acid sulfate soils,"Total Oxidisable Sulfur by Combustion, dry ashing and ICPAES, S",LAB_METHODS,FLOAT,http://registry.it.csiro.au/def/soil/au/scma/20
20C4f,LaboratoryMeasurement,Acid sulfate soils,"Total Oxidisable Sulfur by Combustion, dry ashing and Auto turbidmetric, SO4",LAB_METHODS,FLOAT,http://registry.it.csiro.au/def/soil/au/scma/20
20C4g,LaboratoryMeasurement,Acid sulfate soils,"Total Oxidisable Sulfur by Combustion, dry ashing and Indirect Ba by AAS, SO4",LAB_METHODS,FLOAT,http://registry.it.csiro.au/def/soil/au/scma/20
20C5a,LaboratoryMeasurement,Acid sulfate soils,"Total Oxidisable Sulfur by Alkaline Na ox + HI red and turbidmetric, SO4",LAB_METHODS,FLOAT,http://registry.it.csiro.au/def/soil/au/scma/20
20C5b,LaboratoryMeasurement,Acid sulfate soils,"Total Oxidisable Sulfur by Alkaline Na ox + HI red and Gravimetric, SO4",LAB_METHODS,FLOAT,http://registry.it.csiro.au/def/soil/au/scma/20
20C5c,LaboratoryMeasurement,Acid sulfate soils,"Total Oxidisable Sulfur by Alkaline Na ox + HI red and Auto colour, SO4",LAB_METHODS,FLOAT,http://registry.it.csiro.au/def/soil/au/scma/20
20C5d,LaboratoryMeasurement,Acid sulfate soils,"Total Oxidisable Sulfur by Alkaline Na ox + HI red and Ion chromo, SO4",LAB_METHODS,FLOAT,http://registry.it.csiro.au/def/soil/au/scma/20
20C5e,LaboratoryMeasurement,Acid sulfate soils,"Total Oxidisable Sulfur by Alkaline Na ox + HI red and ICPAES, S",LAB_METHODS,FLOAT,http://registry.it.csiro.au/def/soil/au/scma/20
20C5f,LaboratoryMeasurement,Acid sulfate soils,"Total Oxidisable Sulfur by Alkaline Na ox + HI red and Auto turbidmetric, SO4",LAB_METHODS,FLOAT,http://registry.it.csiro.au/def/soil/au/scma/20
20C5g,LaboratoryMeasurement,Acid sulfate soils,"Total Oxidisable Sulfur by Alkaline Na ox + HI red and Indirect Ba by AAS, SO4",LAB_METHODS,FLOAT,http://registry.it.csiro.au/def/soil/au/scma/20
20C6a,LaboratoryMeasurement,Acid sulfate soils,"Total Oxidisable Sulfur by Acid ox and turbidmetric, SO4",LAB_METHODS,FLOAT,http://registry.it.csiro.au/def/soil/au/scma/20
20C6b,LaboratoryMeasurement,Acid sulfate soils,"Total Oxidisable Sulfur by Acid ox and Gravimetric, SO4",LAB_METHODS,FLOAT,http://registry.it.csiro.au/def/soil/au/scma/20
20C6c,LaboratoryMeasurement,Acid sulfate soils,"Total Oxidisable Sulfur by Acid ox and Auto colour, SO4",LAB_METHODS,FLOAT,http://registry.it.csiro.au/def/soil/au/scma/20
20C6d,LaboratoryMeasurement,Acid sulfate soils,"Total Oxidisable Sulfur by Acid ox and Ion chromo, SO4",LAB_METHODS,FLOAT,http://registry.it.csiro.au/def/soil/au/scma/20
20C6e,LaboratoryMeasurement,Acid sulfate soils,"Total Oxidisable Sulfur by Acid ox and ICPAES, S",LAB_METHODS,FLOAT,http://registry.it.csiro.au/def/soil/au/scma/20
20C6f,LaboratoryMeasurement,Acid sulfate soils,"Total Oxidisable Sulfur by Acid ox and Auto turbidmetric, SO4",LAB_METHODS,FLOAT,http://registry.it.csiro.au/def/soil/au/scma/20
