Property,PropertyType,PropertyGroup,Description,TableName,DataType,VocabURL
20C6g,LaboratoryMeasurement,Acid sulfate soils,"Total Oxidisable Sulfur by Acid ox and Indirect Ba by AAS, SO4",LAB_METHODS,FLOAT,http://registry.it.csiro.au/def/soil/au/scma/20
20C7a,LaboratoryMeasurement,Acid sulfate soils,"Total Oxidisable Sulfur by Br-Nitric ox and turbidmetric, SO4",LAB_METHODS,FLOAT,http://registry.it.csiro.au/def/soil/au/scma/20
20C7b,LaboratoryMeasurement,Acid sulfate soils,"Total Oxidisable Sulfur by Br-Nitric ox and Gravimetric, SO4",LAB_METHODS,FLOAT,http://registry.it.csiro.au/def/soil/au/scma/20
20C7c,LaboratoryMeasurement,Acid sulfate soils,"Total Oxidisable Sulfur by Br-Nitric ox and Auto colour, SO4",LAB_METHODS,FLOAT,http://registry.it.csiro.au/def/soil/au/scma/20
20C7d,LaboratoryMeasurement,Acid sulfate soils,"Total Oxidisable Sulfur by Br-Nitric ox and Ion chromo, SO4",LAB_METHODS,FLOAT,http://registry.it.csiro.au/def/soil/au/scma/20
20C7e,LaboratoryMeasurement,Acid sulfate soils,"Total Oxidisable Sulfur by Br-Nitric ox and ICPAES, S",LAB_METHODS,FLOAT,http://registry.it.csiro.au/def/soil/au/scma/20
20C7f,LaboratoryMeasurement,Acid sulfate soils,"Total Oxidisable Sulfur by Br-Nitric ox and Auto turbidmetric, SO4",LAB_METHODS,FLOAT,http://registry.it.csiro.au/def/soil/au/scma/20
20C7g,LaboratoryMeasurement,Acid sulfate soils,"Total Oxidisable Sulfur by Br-Nitric ox and Indirect Ba by AAS, SO4",LAB_METHODS,FLOAT,http://registry.it.csiro.au/def/soil/au/scma/20
20D1,LaboratoryMeasurement,Acid sulfate soils,Total oxidisable sulfur prewash 4M HCl and H2O - XRF,LAB_METHODS,FLOAT,http://registry.it.csiro.au/def/soil/au/scma/20D1
20D1_CA,LaboratoryMeasurement,Acid sulfate soils,1 M KCl - extractable Ca,LAB_METHODS,FLOAT,http://registry.it.csiro.au/def/soil/au/scma/20
20D1_MG,LaboratoryMeasurement,Acid sulfate soils,1 M KCl - extractable Mg,LAB_METHODS,FLOAT,http://registry.it.csiro.au/def/soil/au/scma/20
20D1_S,LaboratoryMeasurement,Acid sulfate soils,1 M KCl - extractable S,LAB_METHODS,FLOAT,http://registry.it.csiro.au/def/soil/au/scma/20
20D2,LaboratoryMeasurement,Acid sulfate soils,Total oxidisable sulfur prewash 4M HCl and H2O - Leco,LAB_METHODS,FLOAT,http://registry.it.csiro.au/def/soil/au/scma/20
20D3,LaboratoryMeasurement,Acid sulfate soils,"Total oxidisable sulfur prewash 4M HCl and H2O - Combustion, titration end point",LAB_METHODS,FLOAT,http://registry.it.csiro.au/def/soil/au/scma/20
20D4,LaboratoryMeasurement,Acid sulfate soils,"Total oxidisable sulfur prewash 4M HCl and H2O - Combustion, dry ashing NaCO3, AgBr",LAB_METHODS,FLOAT,http://registry.it.csiro.au/def/soil/au/scma/20
20D5,LaboratoryMeasurement,Acid sulfate soils,Total oxidisable sulfur prewash 4M HCl and H2O - Alkaline Na hypobromite oxidation + reduction hydroiodic acid reduction,LAB_METHODS,FLOAT,http://registry.it.csiro.au/def/soil/au/scma/20
20D6,LaboratoryMeasurement,Acid sulfate soils,"Total oxidisable sulfur prewash 4M HCl and H2O - Acid oxidation using nitric, perchloric, phosphoric, hydrochloric acids",LAB_METHODS,FLOAT,http://registry.it.csiro.au/def/soil/au/scma/20
20E1_CA,LaboratoryMeasurement,Acid sulfate soils,1 M KCl - extractable Ca after peroxide oxidation,LAB_METHODS,FLOAT,http://registry.it.csiro.au/def/soil/au/scma/20
20E1_MG,LaboratoryMeasurement,Acid sulfate soils,1 M KCl - extractable Mg after peroxide oxidation,LAB_METHODS,FLOAT,http://registry.it.csiro.au/def/soil/au/scma/20
20E1_S,LaboratoryMeasurement,Acid sulfate soils,1 M KCl - extractable S after peroxide oxidation,LAB_METHODS,FLOAT,http://registry.it.csiro.au/def/soil/au/scma/20
20F1,LaboratoryMeasurement,Acid sulfate soils,"Sulfur - 4 M HCl extraction, ICPAES",LAB_METHODS,FLOAT,http://registry.it.csiro.au/def/soil/au/scma/20F1
20F2,LaboratoryMeasurement,Acid sulfate soils,"Sulfur - 4 M HCl extraction, ion chromatography",LAB_METHODS,FLOAT,http://registry.it.csiro.au/def/soil/au/scma/20F2
20G1,LaboratoryMeasurement,Acid sulfate soils,Peroxide residual acid soluble sulfur,LAB_METHODS,FLOAT,http://registry.it.csiro.au/def/soil/au/scma/20G1
20H1,LaboratoryMeasurement,Acid sulfate soils,Acid neutralising capacity - acid reacted and back titration,LAB_METHODS,FLOAT,http://registry.it.csiro.au/def/soil/au/scma/20H1
20I1,LaboratoryMeasurement,Acid sulfate soils,Acid neutralising capacity - from SPOCAS,LAB_METHODS,FLOAT,http://registry.it.csiro.au/def/soil/au/scma/20I1
20J,LaboratoryMeasurement,Acid sulfate soils,S nas,LAB_METHODS,FLOAT,http://registry.it.csiro.au/def/soil/au/scma/20
20J1_RQNC,LaboratoryMeasurement,Acid sulfate soils,Field approximation of ASS hazard,LAB_METHODS,FLOAT,http://registry.it.csiro.au/def/soil/au/scma/20
20J1_TAA,LaboratoryMeasurement,Acid sulfate soils,Field approximation of ASS hazard,LAB_METHODS,FLOAT,http://registry.it.csiro.au/def/soil/au/scma/20
20J1_TSA,LaboratoryMeasurement,Acid sulfate soils,Field approximation of ASS hazard,LAB_METHODS,FLOAT,http://registry.it.csiro.au/def/soil/au/scma/20
20K1,LaboratoryMeasurement,Acid sulfate soils,Quick field approximation of ASS presence and associated lime reqirement for drain spoil,LAB_METHODS,FLOAT,http://registry.it.csiro.au/def/soil/au/scma/20K1
21A,LaboratoryMeasurement,PH,"pH of filtered 1:20 1M KCl extract, overnight shake (TAA)",LAB_METHODS,FLOAT,
21Af,LaboratoryMeasurement,PH,pH done in field on saturated soil sample using pH probe,LAB_METHODS,FLOAT,
21B,LaboratoryMeasurement,PH,pH of filtered 1:20 1M KCl after peroxide digestion,LAB_METHODS,FLOAT,
21Bf,LaboratoryMeasurement,PH,pH done in field of 30% peroxide reaction,LAB_METHODS,FLOAT,
21C,LaboratoryMeasurement,SULFUR,KCl extractable S,LAB_METHODS,FLOAT,
21Ca,LaboratoryMeasurement,SULFUR,"KCL extractable S - sulfate, turbidmetric",LAB_METHODS,FLOAT,
21Cb,LaboratoryMeasurement,SULFUR,"KCL extractable S - sulfate, gravimetric",LAB_METHODS,FLOAT,
21Cc,LaboratoryMeasurement,SULFUR,"KCL extractable S - sulfate, automated colour",LAB_METHODS,FLOAT,
21Cd,LaboratoryMeasurement,SULFUR,"KCL extractable S - sulfate, ion chromatography",LAB_METHODS,FLOAT,
21Ce,LaboratoryMeasurement,SULFUR,"KCL extractable S - sulfur, ICPAES",LAB_METHODS,FLOAT,
21Cf,LaboratoryMeasurement,SULFUR,"KCL extractable S - sulfate, automated turbidmetric",LAB_METHODS,FLOAT,
21Cg,LaboratoryMeasurement,SULFUR,"KCL extractable S - sulfate, indirect, barium remaining by AAS",LAB_METHODS,FLOAT,
21Ch,LaboratoryMeasurement,SULFUR,"KCL extractable S - calcium, ICPAES",LAB_METHODS,FLOAT,
21Cj,LaboratoryMeasurement,SULFUR,"KCL extractable S - calcium, atomic absorption (AAS)",LAB_METHODS,FLOAT,
21Ck,LaboratoryMeasurement,SULFUR,"KCL extractable S - calcium, titration EDTA",LAB_METHODS,FLOAT,
21Cm,LaboratoryMeasurement,SULFUR,"KCL extractable S - magnesium, ICPAES",LAB_METHODS,FLOAT,
21Cn,LaboratoryMeasurement,SULFUR,"KCL extractable S - magnesium, atomic absorption (AAS)",LAB_METHODS,FLOAT,
21Cp,LaboratoryMeasurement,SULFUR,"KCL extractable S - magnesium, titration EDTA",LAB_METHODS,FLOAT,
21Cs,LaboratoryMeasurement,SULFUR,"KCL extractable S - sodium, ICPAES",LAB_METHODS,FLOAT,
21Ct,LaboratoryMeasurement,SULFUR,"KCL extractable S - sodium, atomic absorption (AAS)",LAB_METHODS,FLOAT,
21Cu,LaboratoryMeasurement,SULFUR,"KCL extractable S - sodium, flame emission",LAB_METHODS,FLOAT,
21D,LaboratoryMeasurement,SULFUR,Peroxide sulfur after peroxide digestion,LAB_METHODS,FLOAT,
21Da,LaboratoryMeasurement,SULFUR,"KCl Extractable sulfur after ox - sulfate, turbidmetric",LAB_METHODS,FLOAT,
21Db,LaboratoryMeasurement,SULFUR,"KCl Extractable sulfur after ox - sulfate, gravimetric",LAB_METHODS,FLOAT,
21Dc,LaboratoryMeasurement,SULFUR,"KCl Extractable sulfur after ox - sulfate, automated colour",LAB_METHODS,FLOAT,
21Dd,LaboratoryMeasurement,SULFUR,"KCl Extractable sulfur after ox - sulfate, ion chromatography",LAB_METHODS,FLOAT,
21De,LaboratoryMeasurement,SULFUR,"1M KCL,1:20,after ox.,ICP",LAB_METHODS,FLOAT,
21Df,LaboratoryMeasurement,SULFUR,KCl Extractable sulfur after ox - automated turbidmetric,LAB_METHODS,FLOAT,
21Dg,LaboratoryMeasurement,SULFUR,"KCl Extractable sulfur after ox - sulfate, indirect, barium remaining by AAS",LAB_METHODS,FLOAT,
21E,LaboratoryMeasurement,SULFUR,Peroxide oxidisable S - 21D minus 21C,LAB_METHODS,FLOAT,
21Ee,LaboratoryMeasurement,SULFUR,Peroxide oxidisable S - 21De minus 21Ce,LAB_METHODS,FLOAT,
21F,LaboratoryMeasurement,TAA,Total Actual Acidity (TAA) in 1M KCl titrated to pH 5.5,LAB_METHODS,FLOAT,
21G,LaboratoryMeasurement,TPA,Total Potential Acidity (TPA) in 1M KCl peroxide digestion titrated to pH 5.5,LAB_METHODS,FLOAT,
21H,LaboratoryMeasurement,TSA,Total Sulfidic Acidity (TSA) - 21G minus 21F,LAB_METHODS,FLOAT,
21J,LaboratoryMeasurement,TAA,TAA - calculated as equivalent pyrite S%,LAB_METHODS,FLOAT,
21K,LaboratoryMeasurement,TPA,TPA -calculated as equivalent pyrite S%,LAB_METHODS,FLOAT,
21L,LaboratoryMeasurement,TSA,TSA - calculated as equivalent pyrite S%,LAB_METHODS,FLOAT,
21M,LaboratoryMeasurement,SODIUM,Na extracted in 1M KCl (TAA),LAB_METHODS,FLOAT,
21Ms,LaboratoryMeasurement,SODIUM,"Sodium, before ox. - ICPAES",LAB_METHODS,FLOAT,
21Mt,LaboratoryMeasurement,SODIUM,"Sodium, before ox. - atomic absorption (AAS)",LAB_METHODS,FLOAT,
21Mu,LaboratoryMeasurement,SODIUM,"Sodium, before ox. - flame emission",LAB_METHODS,FLOAT,
21N,LaboratoryMeasurement,SODIUM,Na in peroxide digest (TPA),LAB_METHODS,FLOAT,
21Ns,LaboratoryMeasurement,SODIUM,"Sodium, after ox. - ICPAES",LAB_METHODS,FLOAT,
21Nt,LaboratoryMeasurement,SODIUM,"Sodium, after ox. - atomic absorption (AAS)",LAB_METHODS,FLOAT,
21Nu,LaboratoryMeasurement,SODIUM,"Sodium, after ox. - flame emission",LAB_METHODS,FLOAT,
21P,LaboratoryMeasurement,SODIUM,Na difference (21N minus 21M),LAB_METHODS,FLOAT,
21Ps,LaboratoryMeasurement,SODIUM,Na difference (21Ns minus 21Ms)  - ICPAES,LAB_METHODS,FLOAT,
21Q,LaboratoryMeasurement,NA,Quick residual neutralising capacity,LAB_METHODS,FLOAT,
21R,LaboratoryMeasurement,NA,"Quick residual neutralising capacity (21Q), calculated as equivalent S%",LAB_METHODS,FLOAT,
21S,LaboratoryMeasurement,MAGNESIUM,Mg extracted in 1M KCl (TAA),LAB_METHODS,FLOAT,
21Sm,LaboratoryMeasurement,MAGNESIUM,"Magnesium, before ox. - ICPAES",LAB_METHODS,FLOAT,
21Sn,LaboratoryMeasurement,MAGNESIUM,"Magnesium, before ox. - atomic absorption (AAS)",LAB_METHODS,FLOAT,
21Sp,LaboratoryMeasurement,MAGNESIUM,"Magnesium, before ox. - titration EDTA",LAB_METHODS,FLOAT,
21T,LaboratoryMeasurement,MAGNESIUM,Mg in peroxide digest (TPA),LAB_METHODS,FLOAT,
21Tm,LaboratoryMeasurement,MAGNESIUM,"Magnesium, after ox. - ICPAES",LAB_METHODS,FLOAT,
21Tn,LaboratoryMeasurement,MAGNESIUM,"Magnesium, after ox. - atomic absorption (AAS)",LAB_METHODS,FLOAT,
21Tp,LaboratoryMeasurement,MAGNESIUM,"Magnesium, after ox.  - titration EDTA",LAB_METHODS,FLOAT,
21U,LaboratoryMeasurement,MAGNESIUM,Mg reacted with acid generated by peroxide digestion (21T minus 21S),LAB_METHODS,FLOAT,
21Um,LaboratoryMeasurement,MAGNESIUM,Mg reacted with acid generated by peroxide digestion (21Tm minus 21Sm) - ICPAES,LAB_METHODS,FLOAT,
21V,LaboratoryMeasurement,CALCIUM,Ca extracted in 1M KCl (TAA),LAB_METHODS,FLOAT,
21Vh,LaboratoryMeasurement,CALCIUM,"Calcium, before ox. - ICPAES",LAB_METHODS,FLOAT,
21Vj,LaboratoryMeasurement,CALCIUM,"Calcium, before ox. - atomic absorption (AAS)",LAB_METHODS,FLOAT,
21Vk,LaboratoryMeasurement,CALCIUM,"Calcium, before ox.  - titration EDTA",LAB_METHODS,FLOAT,
21W,LaboratoryMeasurement,CALCIUM,Ca in peroxide digest (TPA),LAB_METHODS,FLOAT,
21Wh,LaboratoryMeasurement,CALCIUM,"Calcium, after ox. - ICPAES",LAB_METHODS,FLOAT,
21Wj,LaboratoryMeasurement,CALCIUM,"Calcium, after ox. - atomic absorption (AAS)",LAB_METHODS,FLOAT,
21Wk,LaboratoryMeasurement,CALCIUM,"Calcium, after ox. - titration EDTA",LAB_METHODS,FLOAT,
21X,LaboratoryMeasurement,CALCIUM,Ca reacted with acid generated by peroxide digestion (21W minus 21V),LAB_METHODS,FLOAT,
21Xh,LaboratoryMeasurement,CALCIUM,Ca reacted with acid generated by peroxide digestion (21Wh minus 21Vh) - ICPAES,LAB_METHODS,FLOAT,
22A,LaboratoryMeasurement,SULFUR,"Sulfur, Acid Volitile",LAB_METHODS,FLOAT,
22B,LaboratoryMeasurement,SULFUR,Chromium Reducible Sulfur,LAB_METHODS,FLOAT,
23A,LaboratoryMeasurement,PH,"pH of 1:40 1M KCl suspension 4h shake, overnight stand (TAA)",LAB_METHODS,FLOAT,
23A1,LaboratoryMeasurement,AAS,Tri-Acid Digest (Heavy metal) AAS hydride,LAB_METHODS,FLOAT,
23Af,LaboratoryMeasurement,PH,pH done in field on saturated soil sample using pH probe,LAB_METHODS,FLOAT,
23B,LaboratoryMeasurement,PH,pH of  1:25 suspension after peroxide digestion,LAB_METHODS,FLOAT,
23Bf,LaboratoryMeasurement,PH,pH done in field of 30% peroxide reaction,LAB_METHODS,FLOAT,
23C,LaboratoryMeasurement,SULFUR,KCl Extractable sulfur before ox,LAB_METHODS,FLOAT,
23Ca,LaboratoryMeasurement,SULFUR,"KCl Extractable sulfur before ox - sulfate, turbidmetric",LAB_METHODS,FLOAT,
23Cb,LaboratoryMeasurement,SULFUR,"KCl Extractable sulfur before ox - sulfate, gravimetric",LAB_METHODS,FLOAT,
23Cc,LaboratoryMeasurement,SULFUR,"KCl Extractable sulfur before ox - sulfate, automated colour",LAB_METHODS,FLOAT,
23Cd,LaboratoryMeasurement,SULFUR,"KCl Extractable sulfur before ox - sulfate, ion chromatography",LAB_METHODS,FLOAT,
23Ce,LaboratoryMeasurement,SULFUR,KCl Extractable sulfur before ox - ICPAES,LAB_METHODS,FLOAT,
23Cf,LaboratoryMeasurement,SULFUR,KCl Extractable sulfur before ox - automated turbidmetric,LAB_METHODS,FLOAT,
23Cg,LaboratoryMeasurement,SULFUR,"KCl Extractable sulfur before ox - sulfate, indirect, barium remaining by AAS",LAB_METHODS,FLOAT,
23D,LaboratoryMeasurement,SULFUR,KCl Extractable sulfur after ox - sulfate,LAB_METHODS,FLOAT,
23Da,LaboratoryMeasurement,SULFUR,"KCl Extractable sulfur after ox - sulfate, turbidmetric",LAB_METHODS,FLOAT,
23Db,LaboratoryMeasurement,SULFUR,"KCl Extractable sulfur after ox - sulfate, gravimetric",LAB_METHODS,FLOAT,
23Dc,LaboratoryMeasurement,SULFUR,"KCl Extractable sulfur after ox - sulfate, automated colour",LAB_METHODS,FLOAT,
23Dd,LaboratoryMeasurement,SULFUR,"KCl Extractable sulfur after ox - sulfate, ion chromatography",LAB_METHODS,FLOAT,
23De,LaboratoryMeasurement,SULFUR,KCl Extractable sulfur after ox - ICPAES,LAB_METHODS,FLOAT,
23Df,LaboratoryMeasurement,SULFUR,KCl Extractable sulfur after ox - automated turbidmetric,LAB_METHODS,FLOAT,
23Dg,LaboratoryMeasurement,SULFUR,"KCl Extractable sulfur after ox - sulfate, indirect, barium remaining by AAS",LAB_METHODS,FLOAT,
23E,LaboratoryMeasurement,SULFUR,Peroxide oxidisable S - 21D minus 21C,LAB_METHODS,FLOAT,
23Ee,LaboratoryMeasurement,SULFUR,Peroxide oxidisable S - 21D minus 21C- ICPAES,LAB_METHODS,FLOAT,
23F,LaboratoryMeasurement,TAA,Titratable Actual Acidity (TAA) in 1M KCl titrated to pH 6.5,LAB_METHODS,FLOAT,
23G,LaboratoryMeasurement,TPA,Titratable Peroxide Acidity (TPA) in 1M KCl peroxide digestion titrated to pH 6.5,LAB_METHODS,FLOAT,
23H,LaboratoryMeasurement,TSA,Titratable Sulfidic Acidity (TSA) - 23G minus 23F,LAB_METHODS,FLOAT,
23Q,LaboratoryMeasurement,TPA,Excess Acid Neutralising Capacity Back Tit to pH 4.0 minus TPA tit to pH  6.5,LAB_METHODS,FLOAT,
23R,LaboratoryMeasurement,SULFUR,Residual acid extractable S after peroxide,LAB_METHODS,FLOAT,
23Re,LaboratoryMeasurement,SULFUR,Residual acid extractable S after peroxide -ICP,LAB_METHODS,FLOAT,
23S,LaboratoryMeasurement,MAGNESIUM,"Magnesium extracted in 1M KCl, after TAA Titration",LAB_METHODS,FLOAT,
23Sm,LaboratoryMeasurement,MAGNESIUM,"Magnesium extracted in 1M KCl, after TAA Titration - ICPAES",LAB_METHODS,FLOAT,
23Sn,LaboratoryMeasurement,MAGNESIUM,"Magnesium extracted in 1M KCl, after TAA Titration - atomic absorption (AAS)",LAB_METHODS,FLOAT,
23Sp,LaboratoryMeasurement,MAGNESIUM,"Magnesium extracted in 1M KCl, after TAA Titration - titration EDTA",LAB_METHODS,FLOAT,
23T,LaboratoryMeasurement,MAGNESIUM,Magnesium in peroxide digest (after TPA digestion and titration),LAB_METHODS,FLOAT,
23Tm,LaboratoryMeasurement,MAGNESIUM,Magnesium in peroxide digest (after TPA digestion and titration) - ICPAES,LAB_METHODS,FLOAT,
23Tn,LaboratoryMeasurement,MAGNESIUM,Magnesium in peroxide digest (after TPA digestion and titration) - atomic absorption (AAS),LAB_METHODS,FLOAT,
23Tp,LaboratoryMeasurement,MAGNESIUM,Magnesium in peroxide digest (after TPA digestion and titration) - titration EDTA,LAB_METHODS,FLOAT,
23U,LaboratoryMeasurement,MAGNESIUM,Magnesium reacted with acid generated by peroxide digest (23T minus 23S),LAB_METHODS,FLOAT,
23Um,LaboratoryMeasurement,MAGNESIUM,Magnesium reacted with acid generated by peroxide digest (23Tm minus 23Sm) - ICPAES,LAB_METHODS,FLOAT,
23V,LaboratoryMeasurement,CALCIUM,"Calcium extracted in 1M KCl, after TAA Titration",LAB_METHODS,FLOAT,
23Vh,LaboratoryMeasurement,CALCIUM,"Calcium extracted in 1M KCl, after TAA Titration - ICPAES",LAB_METHODS,FLOAT,
23Vj,LaboratoryMeasurement,CALCIUM,"Calcium extracted in 1M KCl, after TAA Titration - atomic absorption (AAS)",LAB_METHODS,FLOAT,
23Vk,LaboratoryMeasurement,CALCIUM,"Calcium extracted in 1M KCl, after TAA Titration - titration EDTA",LAB_METHODS,FLOAT,
23W,LaboratoryMeasurement,CALCIUM,Calcium in peroxide digest (after TPA digestion and titration),LAB_METHODS,FLOAT,
23Wh,LaboratoryMeasurement,CALCIUM,Calcium in peroxide digest (after TPA digestion and titration)- ICPAES,LAB_METHODS,FLOAT,
23Wj,LaboratoryMeasurement,CALCIUM,Calcium in peroxide digest (after TPA digestion and titration) - atomic absorption (AAS),LAB_METHODS,FLOAT,
23Wk,LaboratoryMeasurement,CALCIUM,Calcium in peroxide digest (after TPA digestion and titration) - titration EDTA,LAB_METHODS,FLOAT,
23X,LaboratoryMeasurement,CALCIUM,Calcium reacted with acid generated by peroxide digest (23W minus 23V),LAB_METHODS,FLOAT,
23Xh,LaboratoryMeasurement,CALCIUM,Calcium reacted with acid generated by peroxide digest (23Wh minus 23Vh) - ICPAES,LAB_METHODS,FLOAT,
2A1,LaboratoryMeasurement,Moisture content,Air-dry moisture content,LAB_METHODS,FLOAT,http://registry.it.csiro.au/def/soil/au/scma/2A1
2A1_MQ01,LaboratoryMeasurement,Moisture content,Air dry moisture - MIR QLD Calibration 1,LAB_METHODS,FLOAT,
2A1_MQ02,LaboratoryMeasurement,Moisture content,Air dry moisture,LAB_METHODS,FLOAT,
2B1,LaboratoryMeasurement,Moisture content,As received moisture content,LAB_METHODS,FLOAT,http://registry.it.csiro.au/def/soil/au/scma/2B1
2C1,LaboratoryMeasurement,Moisture content,Moisture content - 10 mm tension,LAB_METHODS,FLOAT,http://registry.it.csiro.au/def/soil/au/scma/2C1
2D1,LaboratoryMeasurement,Moisture content,Moisture content - approximate saturation paste,LAB_METHODS,FLOAT,http://registry.it.csiro.au/def/soil/au/scma/2D1
2.00E+01,LaboratoryMeasurement,Moisture content,"15 Bar, pressure plate",LAB_METHODS,FLOAT,
2E1_MQ01,LaboratoryMeasurement,Moisture content,15 bar moisture - MIR QLD Calibration 1,LAB_METHODS,FLOAT,
2E1_MQ02,LaboratoryMeasurement,Moisture content,15 Bar moisture,LAB_METHODS,FLOAT,
2.00E+02,LaboratoryMeasurement,Moisture content,"1/3 Bar, pressure plate",LAB_METHODS,FLOAT,
2.00E+03,LaboratoryMeasurement,Moisture content,"1/10 Bar, pressure plate",LAB_METHODS,FLOAT,
2.00E+04,LaboratoryMeasurement,Moisture content,"1 Bar, pressure plate",LAB_METHODS,FLOAT,
2Y1,LaboratoryMeasurement,Moisture content,Available water capacity - calc (diff 2E2 and 2E1),LAB_METHODS,FLOAT,
2Y2,LaboratoryMeasurement,Moisture content,PAWC,LAB_METHODS,FLOAT,
2Z1_R1,LaboratoryMeasurement,Moisture content,Aqu. Silt+Clay/Total Silt+Clay,LAB_METHODS,FLOAT,
2Z1_R2,LaboratoryMeasurement,DISPERSION_INDEX,Dispersion ratio,LAB_METHODS,FLOAT,
2Z2_Clay,LaboratoryMeasurement,PSA,Clay fraction,LAB_METHODS,FLOAT,
2Z2_Clay_C,LaboratoryMeasurement,PSA,Clay (%) - Coventry and Fett pipette method,LAB_METHODS,FLOAT,
2Z2_Clay_M,LaboratoryMeasurement,PSA,Clay - MIR QLD Calibration 1,LAB_METHODS,FLOAT,
2Z2_Clay_N,LaboratoryMeasurement,PSA,Clay (%) - Not recorded,LAB_METHODS,FLOAT,
2Z2_Clay_P,LaboratoryMeasurement,PSA,Clay (%) - Plummet balance,LAB_METHODS,FLOAT,
2Z2_CS,LaboratoryMeasurement,PSA,Coarse sand fraction,LAB_METHODS,FLOAT,
2Z2_CS_CF,LaboratoryMeasurement,PSA,Coarse sand (%) - Coventry and Fett pipette method,LAB_METHODS,FLOAT,
2Z2_CS_NR,LaboratoryMeasurement,PSA,Coarse sand (%) - Not recorded,LAB_METHODS,FLOAT,
2Z2_CS_PB,LaboratoryMeasurement,PSA,Coarse sand (%) - Plummet balance,LAB_METHODS,FLOAT,
2Z2_FS,LaboratoryMeasurement,PSA,Fine sand fraction,LAB_METHODS,FLOAT,
2Z2_FS_CF,LaboratoryMeasurement,PSA,Fine sand (%) - Coventry and Fett pipette method,LAB_METHODS,FLOAT,
2Z2_FS_NR,LaboratoryMeasurement,PSA,Fine sand (%) - Not recorded,LAB_METHODS,FLOAT,
2Z2_FS_PB,LaboratoryMeasurement,PSA,Fine sand (%) - Plummet balance,LAB_METHODS,FLOAT,
2Z2_Grav,LaboratoryMeasurement,PSA,Gravel (%),LAB_METHODS,FLOAT,
2Z2_Silt,LaboratoryMeasurement,PSA,Silt fraction,LAB_METHODS,FLOAT,
